key,原文,译文
Root/Localize[@72900a9f-385c-4a86-94f7-3b019b369cdd],Weapon Rack,
Root/Localize[@75e0bb72-ee88-40a9-a75e-766cad5ec712],Confront the sons of Erlingr Thorgislsson outside.,
Root/Localize[@8c32267b-d638-40ee-8fd4-8c4ea240f449],"The first sword your father forged. It's not a great weapon, but it's not a bad first effort.",
Root/Localize[@d4445c16-344b-4406-a112-21c97a0cd809],You shouldn't leave just yet.,
Root/Localize[@207e18e5-80ac-45bd-b603-efc8d7a74a61],Bjørgdis is regarded as the best weaver in town - this loom has dressed half the clan.,
Root/Localize[@8d39509a-d44c-431a-815d-b9b4de2ec8a2],Nefja and Eyfura share a bed. A pile of Nefja's equipment is stashed under the frame like a shameful secret.,
Root/Localize[@851449f1-ae5c-431a-98c5-95fcf2b6dff9],"For a hunters' meal, this stew looks and smells surprisingly unappetising. Clearly all the good meat is sold to others.",
Root/Localize[@58d3b351-e1eb-487a-8e49-c86dc74101ab],Ketill sometimes sleeps in your longhouse when Sigridr and Ljotr need some private time.,
Root/Localize[@1c044fa8-8f5d-4a20-b8ba-1b05a403f720],A layer of pine tar from the kiln outside still covers the inside of this barrel. Ljotr makes the tar to sell to the neighbouring villages.,
Root/Localize[@6941915d-1ea6-4ae2-a4a7-368c1c277a90],The old farmhouse of Erlingr's family has been allowed to fall completely into ruin since they moved into the new one.,
Root/Localize[@89a0db70-74a6-4401-bc0b-e3e0e0dae4ed],"This looks like a small grave, about the size of a fully grown dog.",
Root/Localize[@5eb507ab-f892-4aea-a60d-8bca675a5c94],Farmhouse,
Root/Localize[@be8efe39-ee48-406a-8d2b-01fe7fc580fa],The traveller buried his brother Egill here.,
Root/Localize[@83ce3c2d-bc78-45c5-8815-acb83372662e],Grimulfr has been busy gathering wood for winter. A decent stock remains.,
Root/Localize[@0e72f15b-f6cf-49d5-93af-1e46accf9b6f],Uncle Grimulfr's House,
Root/Localize[@7c2997df-8c9b-4c4c-8ffb-31531b83c1af],Remains,
Root/Localize[@6b2bac22-fb77-4277-8ee7-5456fa525cba],Travellers' Camp,
Root/Localize[@24c05b36-1369-4319-be51-1b9492e395e1],"The remains of a person lie half buried in the snow, the left hand fallen apart, but grasping at a rusty sword sticking out of the ground, bony fingers strewn around the handle.",
Root/Localize[@f3b7b728-5d89-4af0-9583-a8372ddeffb3],"Old fireplace, that doesn't seem to have been used for a long time.",
Root/Localize[@4a22999d-3a28-44cd-b11e-f5bfc30bf814],We're not going back! You'll NEVER get us back!,
Root/Localize[@48c3a704-2797-4b75-98f4-0eff060b588b],Branch,
Root/Localize[@c4a462b0-51ea-4556-a7e6-7d6836204677],You remember aunt Alfdis as a woman of great grace and beauty. Uncle Grimulfr never seemed to truly recover from the loss.,
Root/Localize[@668bb7fa-3f56-4071-af98-e7e98745ebd2],"A deer, dead mid-leap, decomposed and disarranged by time",
Root/Localize[@757a7dfd-7096-4647-a34e-776433226734],"The next day, at noon",
Root/Localize[@7e3506e9-e538-4d7f-97d3-1d865d6d3c2c],Troll Tree,
Root/Localize[@15013617-e8b3-4a43-915a-0175610001fd],Small House,
Root/Localize[@d7aa20ad-ebb9-47a2-8e5b-d6aa29b4d700],Clearing,
Root/Localize[@c78ab708-7be7-41bf-88d2-e3369b1a73d4],Fisherman's House,
Root/Localize[@932293a8-8e5b-44c8-aa6f-ff5db9a4f2da],Bring the bark from the troll tree back to the Gydja in Ribe.,
Root/Localize[@8f61b521-0bbf-4a69-972d-c3055232a8d4],Return to Bjørgdis and tell her the bad news.,
Root/Localize[@47a3b984-ad81-46ce-a0da-997365066491],Return to Jarl Ragnhildr and let her know the marsh is safe again.,
Root/Localize[@7f1ea475-800b-4c79-9df8-b7a720a31efe],The body of a young woman in the clothes of a thrall. She appears to have floated down the creek until she landed here.,
Root/Localize[@46e118cb-6df4-4c1c-922c-d2805cb6718e],You there! You look familiar. I would speak with you a moment.,
Root/Localize[@ed5cfb87-b685-4f95-bb53-e1ced40d0793],NOW!,
Root/Localize[@137c0a47-dfe3-46f1-bdc7-317c3d71e88b],The door is securely locked. A distinct sulfuric smell emanates from behind it.,
Root/Localize[@e30311e9-2a55-4d9d-8a83-2f44c6d3bb1d],Jarl Ragnhildr's Longhouse,
Root/Localize[@d743b1b8-38d6-4778-8670-f5f2a182330d],Dilapidated Homestead,
Root/Localize[@17faac79-e421-4c1d-86cd-e94f43131057],Medicine Stall,
Root/Localize[@aac3532a-8018-4cf5-84dc-5065a621c06e],Ingimarr's Home,
Root/Localize[@68d1f434-decd-481d-80f8-ed58ad273a51],Food Table,
Root/Localize[@2e55113b-f9f9-47e6-a0f6-18d257f9766a],Smith,
Root/Localize[@e33a6399-dd60-483a-a8f8-32a30d6a2b77],Temple,
Root/Localize[@fef9ee56-114a-4a5b-b842-f08c2e878f88],Small wood toys lie in the hay. A child's hideaway.,
Root/Localize[@750c8a9c-c1cb-4ba0-b832-dab3e23ec3e5],Mardolsons' Home,
Root/Localize[@075a6db9-65f8-4956-bd9f-f64597a7d542],Return to Jardarr.,
Root/Localize[@e025fe6c-9e74-4fe4-9613-bd0bbf71befd],Halfdanssons' Home,
Root/Localize[@7cd50887-22d1-4aaf-8afc-12ee79edf830],Ribe Huscarls' Longhouse,
Root/Localize[@d64ad3a2-6a22-46ba-a1a8-2a945ac94d95],Market,
Root/Localize[@fccb643c-0516-4f2d-b080-65e52a18d0bb],The branch in the marker points toward the market.,
Root/Localize[@38d4d581-6fd0-49f6-87e7-911d977f817e],The branch in the marker points toward the harbour.,
Root/Localize[@dba02c83-025a-43e1-84ae-57f81c68ba5a],The branch in the marker points toward the harbour.,
Root/Localize[@d93bf112-dde7-4b3f-80a2-e2e99e0464db],The branch in the marker points toward the market.,
Root/Localize[@8e67c31b-4ab5-47d8-b6a9-cc3a9c04b087],The branch in the marker points toward the market.,
Root/Localize[@0eab1ca6-bdbc-407d-9119-deee65a66be4],The branch in the marker points toward the chieftain's longhouse.,
Root/Localize[@61bbbfc7-1e4a-436c-940a-1ca3820d0b0f],The branch in the marker points toward the harbour.,
Root/Localize[@4edafd8d-3278-4395-a29c-8e79d910a9fe],The branch in the marker points toward the harbour.,
Root/Localize[@502ffb04-ba22-489b-a098-1af60e4f3635],The branch in the marker points toward the market.,
Root/Localize[@291f47f1-d5ad-41fa-8e91-d92aac5bc9aa],The branch in the marker points toward the chieftain's longhouse.,
Root/Localize[@fabc98a5-703f-432e-b7c0-6446a220dc25],The branch in the marker points toward the market.,
Root/Localize[@d2437366-8448-4363-b271-701bcaf287d3],The branch in the marker points toward the harbour.,
Root/Localize[@6b5201e9-db94-42d8-b0d4-352486f72900],The branch in the marker points toward the market.,
Root/Localize[@7360d884-721c-45b7-b977-e366d4711b84],The branch in the marker points toward the harbour.,
Root/Localize[@5635484e-a402-48c3-8c44-28158d2de30d],The branch in the marker points toward the chieftain's longhouse.,
Root/Localize[@6edae72d-543b-43ff-a7fc-b41eb6c0d902],The branch in the marker points toward the harbour.,
Root/Localize[@9e4778ed-996e-4794-8d69-c5fdd87b3f8b],The branch in the marker points toward the market.,
Root/Localize[@e589b1c3-cebb-495a-a651-874492bf2002],The branch in the marker points toward the harbour.,
Root/Localize[@62947eb2-e84d-454d-b14e-f7e9233266e0],The branch in the marker points toward the harbour.,
Root/Localize[@20232faa-bd4b-43ea-a33f-3fc22be513e1],The branch in the marker points toward the market.,
Root/Localize[@18738ebb-e608-4b5b-8d65-7b490a1f0c62],The branch in the marker points toward the harbour.,
Root/Localize[@fb132868-f79c-42f8-82f7-7931b04b14d8],The branch in the marker points toward the market.,
Root/Localize[@5221af15-f508-4f87-aeed-fa848422ba7b],The branch in the marker points toward the chieftain's longhouse.,
Root/Localize[@35456450-8606-416e-8323-6c2f4ebb1178],The branch in the marker points toward the harbour.,
Root/Localize[@5a895b41-9f77-45bb-8d82-6e8c1f19b58e],The branch in the marker points toward the chieftain's longhouse.,
Root/Localize[@bb324e26-c43b-4a1c-a6c1-c9d0b530486a],The branch in the marker points toward the chieftain's longhouse.,
Root/Localize[@00a24ec3-4541-419f-ab4c-d47aa8233029],The branch in the marker points toward the market.,
Root/Localize[@8070fb4d-4fd1-494c-87a9-6e2ea302aff1],The branch in the marker points toward the market.,
Root/Localize[@e33ad088-9d9a-4f82-99af-a2041bb97c8f],The branch in the marker points toward the chieftain's longhouse.,
Root/Localize[@82298765-e636-47d1-ae99-d67e27a22f91],The branch in the marker points toward the market.,
Root/Localize[@510b7182-05c8-447d-bfa2-dcc9406d44a8],The branch in the marker points toward the chieftain's longhouse.,
Root/Localize[@47f79fc5-947e-4fae-a4e5-ecd8454b5635],Let my fields be bountiful this season. My family cannot survive another lean year.,
Root/Localize[@09d74bd8-9363-46c2-b8c1-badda14bb09e],Grant me the courage to tell him how I feel...,
Root/Localize[@e0e09b38-67e7-45d3-a7a2-541a70f82b71],"The elaborately carved hammer on Thorr's shrine has been almost worn away from many years of prayers to the god of strength, storms, and harvest.",
Root/Localize[@69f6ce25-6453-464d-8bf0-858f4bf29f90],"A plate with some kind of sweet-smelling powder has been placed next to Freyja's shrine, among the pile of precious jewellery sacrificed to the goddess of love, fertility, and war.",
Root/Localize[@f3cbe7fa-1fab-4a01-9cb3-2e9075b7d51d],"Someone has carefully placed a fine old sword against Odinn's shrine, no doubt hoping to win the favour of the god of wisdom, sorcery, and death.",
Root/Localize[@41b648c0-5120-4c47-9bf7-026aa6126e95],"The surface is marred by charred spots and strange carvings. With dread, you recognise the name of the fire-giant Surtr repeated over and over and over.",
Root/Localize[@708b0f31-a5e6-4178-bbd1-fe024bb48153],Bits of burnt flesh still stick to the effigy. It's impossible to tell what sort of creature it came from.,
Root/Localize[@64c4bb39-1f59-4771-be1b-372201f09fcf],Every candle scattered across the room is ineptly inscribed with jagged patterns and unsettling symbols.,
Root/Localize[@fb0e43ff-ef10-4510-909b-47eef4324c63],"The hearth is cold as ice, and a thick blanket of mold covers the disgusting remains of a stew.",
Root/Localize[@7cca32a5-2019-4840-86ea-c90b4aa0c201],"Human faeces have long dried around the pot, yet an overpowering stench of urine still lingers to sting your nostrils.",
Root/Localize[@a0a3f8ff-97d9-4f69-9523-d7eae8681500],There's a bit of a rock in the way.,
Root/Localize[@d467cb68-9f2f-4214-b6cd-b35714cdbaff],Sacrificial Site,
Root/Localize[@68d4d796-c63e-4d4a-b1b3-4271c38b11c8],Small Camp,
Root/Localize[@f3f2958d-d3b4-41f7-99ca-39513403c2cc],Farm House,
Root/Localize[@feb6b3bb-b73e-400a-915d-2f5cee9366bc],The altar is covered in dried blood. The sweet smell of rot permeates the area.,
Root/Localize[@22015de6-6fcf-4ac1-b2e4-89d35b4dcf0b],Hermit's House,
Root/Localize[@784439a6-8e69-4c3d-81c4-cf344bcc08d5],A modest folkmoot hidden away.,
Root/Localize[@fc6b42a8-aa9b-4d72-aeed-eee884ab9c33],Watch Tower,
Root/Localize[@69e95c30-8e60-4e15-8034-394bfe1091eb],Return to the farmer.,
Root/Localize[@69d5cf8d-8780-4d5d-a6a8-1c8294904454],Bring the wooden figurine back to the farmer west of Skerninge hamlet.,
Root/Localize[@1b41cb82-1275-42f4-8d2e-e5be68500510],Meeting Site,
Root/Localize[@e0d454de-a0ab-488d-8e77-684b516ac50d],Return to the trader and give him his equipment back (or not).,
Root/Localize[@6ba0eaba-f480-4fcc-81aa-1de83a8ad7a1],Burial Mound,
Root/Localize[@1531d8ca-d28b-4efd-b1ff-83e3ca2ae25f],Trader's Camp,
Root/Localize[@36169cd0-427c-4c0f-bfcf-1fe6d59f62ed],Return to the trader and give him his equipment back (or not).,
Root/Localize[@4cfc8d30-725b-466d-bee4-fa2251f17a35],The murderer didn't even bother to retrieve the knife. No sign of the animals that pulled the cart.,
Root/Localize[@7a9b2017-eaee-44d4-9956-fb1d418fde60],Skerninge Hamlet,
Root/Localize[@2a0b2b68-6d0b-4b3e-9a02-cbc305468fc5],Various bones have been cast aside in between some bags.,
Root/Localize[@12d18a56-0457-44b9-b8e3-fa9ff52505ae],Retrieve the stolen items from the scoundrel's body.,
Root/Localize[@82333d61-44fb-4948-9d3a-69d298203847],Show Oddkell's totem to the guards at the burial mound entrance.,
Root/Localize[@02522296-3b1c-4922-80b3-b1108eff4d33],Some time later,
Root/Localize[@2dbe9272-6ccc-4e9f-893f-0a1e70d22b24],"You can't leave yet, you have important matters to attend to.",
Root/Localize[@c6019ab3-9035-4c3c-b3c7-d237d211333d],"You can't leave yet, you have important matters to attend to.",
Root/Localize[@be2723cb-908c-471e-b4f8-cf50ab25b137],"You can't leave yet, you have important matters to attend to.",
Root/Localize[@64e19219-beff-460d-983d-cbb1a62f372c],Ancient Ritual Site,
Root/Localize[@08e9504c-f03b-4e55-9711-ffda241ce8c7],Return to Æthelred's master-of-arms for your reward.,
Root/Localize[@51f41352-86dd-4dcb-83dd-f70e7c621fe7],Question the three scouts around Æthelred's camp.,
Root/Localize[@ab9ede2f-5a55-4d40-8f72-823f268c53b5],Trader,
Root/Localize[@712c0a60-eadb-40de-a0be-c07a25f05f16],Great Dead Oak,
Root/Localize[@2689d9b9-c248-4e59-a1ce-b0f1a2e24f7c],Æthelred's Tent,
Root/Localize[@dc749a13-4cc1-4f20-a4fa-9c023c984d3a],"The tanner didn't live, so you'll have to guess to whom you should show the spy's token.",
Root/Localize[@427304e6-7568-42f3-b2ff-2be2fea4756e],Menhir,
Root/Localize[@f5e2b2b5-c012-401d-abed-c0d4833dd419],"October 10, 789 AD",
Root/Localize[@e0c62de1-e94a-4096-b0a2-4d08a3ce3cc5],"This pole represents Niflheim, the home ice and cold",
Root/Localize[@ca51228e-72fa-445a-a65c-fb1d12a62b59],"This pole represents Niflheim, the home ice and cold",
Root/Localize[@7ff5dfcf-e8d5-4134-b2f0-993b2198c0a7],"This pole represents Niflheim, the home ice and cold",
Root/Localize[@682edf90-7485-4f38-8ae9-e6479e5942db],"If only you'd killed those wretched scouts from Jelling, Grimulfr wouldn't lie here today.",
Root/Localize[@8bfa5264-66d7-406d-a0a8-3afdcc805002],The helsott finally took Eyfura just before winter's end. Nefja comes here every day and just sits by her sister's grave.,
Root/Localize[@ba6a5a6e-2f13-4e12-963a-bcd565b99ae9],Urn,
Root/Localize[@51752053-f93c-4cc5-ac34-6176efebbf90],Obtain information about the druid's whereabouts.,
Root/Localize[@ef063453-bc38-4268-ac68-db73166fecde],A single one of the poles seems to deliberately face the other way.,
Root/Localize[@676f3a16-be21-4c11-9c8a-0424d479c0ff],You haven't finished looting the place yet.,
Root/Localize[@f96fe056-da19-49d9-a457-dc7729407486],Talk to Quen again outside the convent.,
Root/Localize[@986601bb-2294-484d-8c49-5354750699db],Spear,
Root/Localize[@bd55392f-cbf9-4e82-83cc-39754cd2618f],Shield,
Root/Localize[@e5197686-d9a9-4177-a508-dd39b1d1cb97],Shield,
Root/Localize[@2f52c5c0-4afc-40e8-a79b-441461a93f49],Axe,
Root/Localize[@7f45df56-abbb-49b4-89c4-b30048a0c4c6],Axe,
Root/Localize[@8323a41b-930e-4d1d-a230-e1b08ee82f3b],Sword,
Root/Localize[@860700dc-be53-4160-8939-83cd4f5cffa8],Snare Trap,
Root/Localize[@d73301ec-3877-43c3-b21d-b193f1991971],Hollow Trunk,
Root/Localize[@0648d3ef-5904-4116-ba48-d72019a60359],Spear,
Root/Localize[@0e4ed0ab-aaaa-4d4a-87d9-2bc352c366e9],A possible exit.,
Root/Localize[@aed8acf8-2048-4a15-b2bc-01542f2704f4],The door is wrought from iron and barred from the other side. It's hopeless.,
Root/Localize[@618b5045-2949-4e2e-980f-56cb73031bf9],"A very old corpse, the jaw and several other bones have detached from their sockets.",
Root/Localize[@99564e0b-9dbd-47f3-b294-ee76dfc0c6dd],Menhir,
Root/Localize[@b7dac4ed-9ef8-43b3-b86e-09458e17fdb8],Amphora,
Root/Localize[@b00c3f72-6e56-4a7d-9fd9-9fce875dd100],Collect Sicga's bounty for the failed killer.,
Root/Localize[@4f9e5bdd-27a8-41d7-b1e2-da2b8e76c749],You cannot leave the area with these followers.,
Root/Localize[@3ded7931-b0c3-4ec3-b882-b1b313f2ee75],You cannot leave the area with these followers.,
Root/Localize[@1a6e511f-0e75-4fc5-b49f-44daa696861e],You cannot leave the area with these followers.,
Root/Localize[@8b02f689-2ef2-428e-9a51-a5b5227b5db8],You cannot leave the area with these followers.,
Root/Localize[@6311e7bd-604f-4bc9-8805-11f2940d6ac0],You cannot leave the area with these followers.,
Root/Localize[@7d11c1aa-a01a-4847-a970-50f0cfb5d7e2],Grab Rhea Silvia.,
Root/Localize[@323afbf3-6064-40d9-8fdc-a2bffd00bcce],Deliver the dead wolf to Fabian Quintus.,
Root/Localize[@92c1635e-1a6a-47cb-9849-3be8e839f446],Deliver the unconscious wolf to Fabian Quintus.,
Root/Localize[@61319e70-dcb2-4b7c-b853-36bb750ecdf8],"Some blood has pooled down the side of the broken pillar, and gathered in a small pool around it.",
Root/Localize[@4f1db766-b513-46a5-8848-b104d387a32c],Escort the refugees across the bridge to safety.,
Root/Localize[@c906eea5-d8ae-4ad0-ab7d-2a77693ecd4b],Tunnel Entrance,
Root/Localize[@a7872cc7-75fa-4070-ac26-7e6ab2023caa],Farmhouse,
Root/Localize[@14c9a7ba-58f6-485c-bf0b-7b2b81e3ae3f],Refugee Camp,
Root/Localize[@8c0fc58f-cf99-4692-8c08-e8e20d65b959],Sewer Tunnel,
Root/Localize[@76a02f71-5b21-408a-b92c-7090bb69474b],"A sickly sweet odour lingers around an old iron fire pit. Some sort of incense was burned here, and it smells expensive.",
Root/Localize[@c53c1769-9c09-4270-bd56-0af6f75ee72c],Ancient Shrine,
Root/Localize[@8a58c5c2-a093-4818-8127-07fd5b93c89c],Dungeon Entrance,
Root/Localize[@49aba5cb-67b7-4d4c-810e-991d64f49c80],"Crumbling, neglected pillars surround the shrine. Dried blood stains their base, but otherwise they look untouched for ages.",
Root/Localize[@88cb9c70-8f51-4650-940f-85c25bad41fa],The flies buzz lazily around a bucket filled with viscera. Somebody did a rather half-hearted job of hiding this.,
Root/Localize[@3a8d5880-539e-4b9c-8d0b-a29d31ead538],"Something has been carved into the brick in giant letters. ""ROMANES EUNT DOMUS"".",
Root/Localize[@8ee70eb6-1c78-4e35-812b-66bf5b1daa3d],Return to the priest and tell him the cult has been vanquished.,
Root/Localize[@67b67cea-d2aa-41ef-a8f4-884e46cb96c2],Merchant,
Root/Localize[@ba47c215-83c2-45f6-bb56-03095d6c8234],Tell the Christians that the refugees are dead.,
Root/Localize[@198090aa-c9cf-4b67-84cd-87d9bfe0f7b3],"Whoever was here left in a hurry, when they saw your ship.",
Root/Localize[@5e72dd52-2182-43cc-a6fc-af1b3f870b8c],Collect Sicga's bounty for absentee tax collector.,
Root/Localize[@c67d1428-310a-49ec-afd7-d052b248100f],Tree Stump,
Root/Localize[@f858d2dd-625f-4d0c-a887-9b16423a57fd],Return to Maucolyn and report the wreckers have been dealt with.,
Root/Localize[@ca64e529-f9a8-419e-8331-001ddb3b9122],Village Entrance,
Root/Localize[@d7061245-81e4-4920-8468-4d830f90041c],Tell Osgar that it is done.,
Root/Localize[@a76d0d8d-7a1c-4f97-9beb-b12d16638f8d],Monastery,
Root/Localize[@6954e2c6-fa67-4895-a283-051195e92f88],Camp,
Root/Localize[@21ba8be4-263a-4844-adfa-1a121f21f03a],Tell Aldwine that it is done.,
Root/Localize[@dca0351e-68ef-4ff1-aa6a-a315f52a212c],Chieftain's House,
Root/Localize[@fd976e4d-f248-4ef0-b529-178e656d7ccb],Standing Stone,
Root/Localize[@01c8666a-5192-4c6a-9af1-a8b95768ebd8],You need to acquire horses for your hird before you can move further inland.,
Root/Localize[@5527a8a1-c82c-4f2c-bf4f-8e08f44040d8],You need to acquire horses for your hird before you can move further inland.,
Root/Localize[@f32e2e41-b58e-4d31-8207-a4e17e98043e],Blacksmith,
Root/Localize[@ca33e87e-a2a8-40bf-a151-faa7d6ff34a0],Find the second group of Hedinvi's thralls.,
Root/Localize[@c2dec7b7-4caf-4f69-8560-4581d1c07af7],Tell Uallach that you've destroyed all four curse poles.,
Root/Localize[@cb7f25c9-515b-4094-83f4-26e7e99536b5],Return to Kyre with Woden's Horn.,
Root/Localize[@f4a8c96c-4636-4301-b048-767a83409fe4],Druid's Hut,
Root/Localize[@5cc456a6-46bb-44b5-812b-dd44b2c11305],Witch's Hut,
Root/Localize[@1bbbd34f-0f0c-4a72-b660-d75f431cf3f6],King's Hut,
Root/Localize[@c43e8b01-107e-4ec4-a338-48a09db7c67b],Ferryman,
Root/Localize[@31266304-17d8-4b9f-a946-d795c12072a8],Merchant,
Root/Localize[@60308ec8-6e4a-4a75-9043-1e0b2d05f5e7],Bridge,
Root/Localize[@6ae35f22-3961-49fe-89c1-ba508b5f3f7b],Ferryman,
Root/Localize[@d81053c7-47d4-4739-9efc-446c5f2393de],Travellers,
Root/Localize[@a6dff955-33bb-43db-9092-ffb632ab2583],Firefly Glade,
Root/Localize[@86a51fbc-dc73-45b0-b7dc-e77a8e2a8fce],Return to Caustantin and tell him Myrddin is dead.,
Root/Localize[@84b4241a-c76a-4b07-bc3a-2fd5e3867b39],Cave,
Root/Localize[@94c73dab-d313-49a1-8d34-bebb512f1eae],Village,
Root/Localize[@797c1f67-b926-4f52-a7b4-f1c1ab60309a],Stone Circle,
Root/Localize[@30e41b2a-02e5-40e8-86ed-fe93cef74b84],"A collection of urns are placed carefully around the stone circle. The youngest looks at least 5 decades old, and the oldest perhaps half a millennium.",
Root/Localize[@85c7d462-f69a-4285-abd8-cbac4d2cd3b5],Return to Caustantin and tell him Myrddin is dead.,
Root/Localize[@ad1f0c0c-79b9-43ea-84f1-a357bf72ab09],Tell Myrddin what's happened.,
Root/Localize[@b22ad7b3-9312-486d-bd57-6bc57c4f819d],You should bring Cillian back to Myrddin before leaving.,
Root/Localize[@de16ef14-4d05-40dd-b4dd-41ac110f3f39],Manure of some description has been spread around the mushrooms. The druid must be farming them.,
Root/Localize[@a6e13351-0bb9-4839-b339-030b7780e77e],Blacksmith,
Root/Localize[@1495fc3a-68b9-4976-8d87-8a7851615438],Charred bones from small animals have been placed in a semi-circle around the bonfire.,
Root/Localize[@159f77b0-64e1-406a-92c4-4c56f96c437f],You've seen candles inscribed like this before. The ineptly carved symbols invoke fire-giant Surtr.,
Root/Localize[@8cae92d7-d1c0-43df-b823-d3d2b88d7577],These candles are ineptly carved with symbols that seem - to the extent they can be deciphered at all - to invoke the fire-giant Surtr.,
Root/Localize[@5069caf4-da8d-465e-88be-b2570b0ece8c],Market,
Root/Localize[@69287331-05ce-48ba-b838-7c66a465547f],Broch,
Root/Localize[@1f235b25-a0d8-4e44-9eef-99fb7a3c9dd7],Slave Trader,
Root/Localize[@f12400e8-4c18-4b78-8a62-600979364415],Legion of Romulus,
Root/Localize[@f1212163-4f67-4541-a571-418caef9d224],Skallagrim's Camp,
Root/Localize[@07c4d88c-06fd-4e88-8fbe-d2c4f22c74ed],Craftsmen,
Root/Localize[@fad3ecd0-63c4-4f38-b709-786b26be66e7],Steinn's House,
Root/Localize[@fb051cde-651f-49ed-a58d-0e771831f566],You can't leave without proof of Conall's death.,
Root/Localize[@04315eb2-7e01-48cf-b650-c28673f53aed],The remains of a pig fester on the rock slab.,
Root/Localize[@04a8e003-6116-4a05-942e-9449044a288c],Farmhouse,
Root/Localize[@e03fbda9-8b6a-4f0c-871c-2d12938d6f16],Return to Caustantin and inform him of Conall's death.,
Root/Localize[@6ffcc6e9-15a2-4ea0-8cb6-0d6132654d40],Return to Caustantin and inform him of Conall's death.,
Root/Localize[@6e0ff7d7-2cb4-4f61-8725-0548460a5e4c],Burnt House,
