key,原文,译文
Root/OptionsControlsRotate,Rotate,
Root/OptionsControlsPan,Pan,
Root/OptionsControlsAction,Action,
Root/OptionsControlsInput1,Input 1,
Root/OptionsControlsInput2,Input 2,
Root/OptionsControlsKeyBindings,Key Bindings,
Root/OptionsMiscGameLanguageEnglish,English,
Root/OptionsMiscGameLanguageEnglishNorse,English (Norse Names),
Root/OptionsMiscGameLanguageSpanish,Español,
Root/OptionsMiscGameLanguageItalian,Italiano,
Root/OptionsMiscGameLanguageGerman,Deutsch,
Root/OptionsMiscGameLanguageFrench,Français,
Root/OptionsMiscGameLanguageRussian,Русский,
Root/OptionsMiscGameLanguagePolish,Polski,
Root/OptionsMiscGameLanguageCzech,Čeština,
Root/OptionsMiscGameLanguageDanish,Dansk,
Root/OptionsMiscGoalMarkersNone,Hide markers,
Root/OptionsMiscGoalMarkersShowAll,Always show markers,
Root/OptionsMiscGoalMarkersNotInScene,Only area transitions,
Root/OptionsControlsClearKeyBindings,Clear all,
Root/OptionsMiscDisplayTutorials,Display Tutorials,
Root/OptionsMiscDisplayTutorialsTooltip,"Turn off tutorials. Unless you have played the game before, we recommend leaving this on.",
Root/OptionsMiscGoalMarkers,Display Goal Markers,
Root/OptionsMiscGoalMarkersTooltip,"Goal markers point the way to your active quest goals. For a more unguided experience, try turning them off. As a compromise, choose ""Only area transitions"" to show only markers pointing to doors and campaign map transitions.",
Root/OptionsMiscHexes,Display Hexes,
Root/OptionsMiscHexesTooltip,Toggles the filler hexes on/off. The movement radii will remain unaffected.,
Root/OptionsMiscLanguage,Language,
Root/OptionsMiscEdgePanning,Edge Panning,
Root/OptionsMiscEdgePanningTooltip,Toggles whether you can pan the camera around by moving your mouse to the edges of the screen.,
Root/OptionsMiscCombatSpeed,Combat Speed,
Root/OptionsMiscCombatSpeedTooltip,Changes the speed of animations during combat.,
Root/OptionsMiscCombatCameraAll,All,
Root/OptionsMiscCombatCameraEnemyOnly,Enemy turn only,
Root/OptionsMiscCombatCameraMinimal,Minimal,
Root/OptionsMiscCombatCamera,Combat Camera Autonomy,
Root/OptionsMiscCombatCameraTooltip,"This determines how automated camera movement is during combat. If set to Minimal, the camera will rarely move itself.",
Root/OptionsMiscCameraTiltAngle,Free-tilt Camera,
Root/OptionsMiscCameraTiltAngleTooltip,"Enable for a mouse-controlled camera tilt. If disabled, you can specify tilt angle below.",
Root/OptionsMiscCameraTiltAngleValue,Fixed tilt angle,
Root/OptionsMiscCameraTiltAngleValueTooltip,"If Free-tilt Camera is disabled, this slider defines a fixed tilt angle.",
Root/OptionsMiscTextSize,Text Size,
Root/OptionsMiscTextSizeTooltip,Changes the text size during dialogue.,
Root/OptionsMiscGore,Blood and Dismemberment,
Root/OptionsMiscGoreTooltip,"Toggles blood splatter when characters are hit, as well as dismemberment when characters die.",
Root/OptionsMiscHelmets,Show Helmets,
Root/OptionsMiscHelmetsTooltip,"Toggles whether or not helmets are visible when equipped. Helmets retain their effects, even if hidden.",
Root/OptionsDifficultyPreset,Preset,
Root/OptionsDifficultyPresetChange,Change,
Root/OptionsDifficultyPresetEasy,Leifr Eiriksson (Easy),
Root/OptionsDifficultyPresetMedium,Ivarr Beinlausi (Medium),
Root/OptionsDifficultyPresetHard,Ragnarr Lodbrok (Hard),
Root/OptionsDifficultyPresetInsane,Eirikr Blodøx (Insane),
Root/OptionsDifficultyPresetEasyDescription,"Leifr ""the Lucky"" was an Icelandic explorer who discovered North America. Though his successors' attempts to settle went poorly, Leifr's own expeditions were highly successful and peaceful. If you choose this setting, luck will favour your expedition as well.",
Root/OptionsDifficultyPresetMediumDescription,"Ivarr ""the Boneless"" was one of the leaders of the Great Heathen Army that invaded Britain in the late 9th century. If you pick this setting, you may face major challenges, but you are likely to prevail in the end.",
Root/OptionsDifficultyPresetHardDescription,"Ragnarr ""Shaggy-Breeches"" was a legendary Viking who raided and blackmailed France and England. He won power and wealth, but ultimately met a bloody death at the hands of his enemies. You will be met with great resistance, but your victory will be all the sweeter for it.",
Root/OptionsDifficultyPresetInsaneDescription,"Eirikr ""Bloodaxe"" was a Norwegian raider who briefly ruled Northumbria in the 10th century before he was betrayed and killed. You will find no mercy. Your enemies will be relentless and your trials numerous. Gruelling defeat is the most likely outcome.",
Root/OptionsDifficultyCustom,Custom Difficulty Settings,
Root/OptionsDifficultyKarma,Karma Thresholds,
Root/OptionsDifficultyKarmaTooltip,"Karma controls the triggering of random events. A lower setting prevents bad things from happening to you when you're already down on your luck. On higher settings, all bets are off.",
Root/OptionsDifficultyWorldResources,World Resources,
Root/OptionsDifficultyWorldResourcesTooltip,"Controls purely many resources you find in chests, barrels, sacks, etc. Does not modify equipment tiers or item drops.",
Root/OptionsDifficultyInjuryProbabilities,Injury Probabilities,
Root/OptionsDifficultyInjuryProbabilitiesTooltip,Controls how likely characters are to get injured when incapacitated.,
Root/OptionsDifficultyHirdsmenDamage,Friendly Damage,
Root/OptionsDifficultyHirdsmenDamageTooltip,Modifies how much damage your characters deal.,
Root/OptionsDifficultyEnemyDamage,Enemy Damage,
Root/OptionsDifficultyEnemyDamageTooltip,Modifies how much damage your enemies deal.,
Root/OptionsDifficultyItemDegradation,Item Degradation Chance,
Root/OptionsDifficultyItemDegradationTooltip,Controls the likelihood of your items losing salvage when enemies land critical hits.,
Root/OptionsDifficultyEnemyIntelligence,Enemy Intelligence,
Root/OptionsDifficultyEnemyIntelligenceTooltip,Controls how likely enemies are to make mistakes and how much they favour optimal strategies.,
Root/OptionsDifficultyEnemyEquipment,Enemy Equipment,
Root/OptionsDifficultyEnemyEquipmentTooltip,Determines how well equipped your enemies will be. Higher settings will upgrade certain types of equipment by 1 tier.,
Root/OptionsDifficultyMoreEnemies,More Enemies,
Root/OptionsDifficultyMoreEnemiesTooltip,"Adds more enemies throughout the game. The number of added enemies depends on the situation, and not all encounters will be modified. This will raise the difficulty quite significantly.",
Root/OptionsDifficultyCombatDeath,Combat Death,
Root/OptionsDifficultyCombatDeathTooltip,Controls whether or not characters can die outright if they spend too many turns incapacitated in combat.,
Root/OptionsDifficultyIronMan,Iron Man,
Root/OptionsDifficultyIronManTooltip,Allows only one save game. Activate this at your own risk!,
Root/OptionsVideoPreset,Preset,
Root/OptionsVideoPresetVeryLow,Very Low,
Root/OptionsVideoPresetLow,Low,
Root/OptionsVideoPresetMedium,Medium,
Root/OptionsVideoPresetHigh,High,
Root/OptionsVideoPresetVeryHigh,Very High,
Root/OptionsVideoResolution,Resolution,
Root/OptionsVideoFullscreen,Fullscreen,
Root/OptionsVideoVSync,V-Sync,
Root/OptionsVideoUIScaling,UI Scale,
Root/OptionsVideoUIScalingTooltip,Increase the size of the UI if you're playing with high resolution on a small monitor. Some icons will look pixellated if you change this.,
Root/OptionsVideoCustom,Custom Video Settings,
Root/OptionsVideoFramerateLimit,Framerate Limit,
Root/OptionsVideoFramerateLimitTooltip,"If your video card is getting suspiciously hot, lower this limit. Only works if VSync is off.",
Root/OptionsVideoTextureQuality,Texture Quality,
Root/OptionsVideoTextureQualityTooltip,Lowers the texture resolution.,
Root/OptionsVideoCharacterDetail,Character Detail,
Root/OptionsVideoCharacterDetailTooltip,Switches between low-poly and high-poly character models. Will take effect on the next level transition.,
Root/OptionsVideoShadowQuality,Shadow Quality,
Root/OptionsVideoShadowQualityTooltip,Determines the resolution and distance of the shadows.,
Root/OptionsVideoAA,Anti-Aliasing,
Root/OptionsVideoAATooltip,"Determines which method the game uses for smoothing edges. SMAA should work well for most players. SSAA looks better, but is highly demanding.",
Root/OptionsVideoFoliage,Foliage,
Root/OptionsVideoFoliageTooltip,Sets the amount of grass and plants in scenes. Does not affect trees.,
Root/OptionsVideoSSAO,Ambient Occlusion,
Root/OptionsVideoSSAOTooltip,"Toggles Screen Space Ambient Occlusion, which darkens corners where objects meet. Enhances visual contrast, but heavy on performance.",
Root/OptionsVideoTerrainQuality,Terrain Quality,
Root/OptionsVideoTerrainQualityTooltip,High: terrain will have parallax effects. Low: terrain will look more flat.,
Root/OptionsVideoPixelLightCount,Pixel Light Count,
Root/OptionsVideoPixelLightCountTooltip,Determines the quality of the lighting that affects particles and water.,
Root/OptionsVideoAnisotropicTextures,Anisotropic Textures,
Root/OptionsVideoAnisotropicTexturesTooltip,"Controls anisotropic filtering, which is mostly noticable during camping.",
Root/OptionsVideoAnimationQuality,Animation Quality,
Root/OptionsVideoAnimationQualityTooltip,Affects the smoothness with which the game blends between character animations.,
Root/OptionsVideoWorldDetail,World Detail,
Root/OptionsVideoWorldDetailTooltip,"Adjusts the detail level of certain objects. On lower settings, some objects disappear entirely.",
Root/OptionsVideoDisplacement,Displacement,
Root/OptionsVideoDisplacementTooltip,"Enables shader-animation for water, banners, and certain cloth surfaces. This feature only works on DirectX 11-compatible graphics cards. If you're seeing missing surfaces or pink objects, try disabling this option.",
Root/OptionsVideoReflectionProbes,Reflection probes,
Root/OptionsVideoReflectionProbesTooltip,"[color=""red""]Will take effect on level transition.[/color]\nEnables scene reflections in materials. Is not supported on certain video cards, especially integrated or outdated cards. Try disabling this if you are experiencing crashes during in-game time changes (such as the time-lapse during camping) or on loading screens.",
Root/OptionsVideoBloom,Bloom,
Root/OptionsVideoBloomTooltip,Toggles bloom around bright areas.,
Root/OptionsVideoHDR,HDR,
Root/OptionsVideoHDRTooltip,"Toggles High Dynamic Range on the overall image. On low-end machines, it can have a noticeable impact, but will make certain areas darker/brighter.",
Root/OptionsVideoDepthOfField,Depth of Field,
Root/OptionsVideoDepthOfFieldTooltip,Toggles the blur during camping and certain scenes with a lot of verticality.,
Root/OptionsAudioMasterVolume,Master Volume,
Root/OptionsAudioSFXVolume,FX Volume,
Root/OptionsAudioMusicVolume,Music Volume,
Root/OptionsVideoResolutionDropdown,[x] x [y] @ [r]Hz,
Root/OptionsVideoResolutionNA,N/A,
Root/OptionsX,[x]x,
Root/OptionsPct,[x]%,
Root/OptionsHighLimits,Karma favours the player,
Root/OptionsMediumLimits,Positive/negative events equally limited,
Root/OptionsLowLimits,Negative events are less limited,
Root/OptionsNoLimits,No limit on negative events,
Root/OptionsInjuryProbabilityPos,+[x]% chance,
Root/OptionsInjuryProbability0,Default,
Root/OptionsInjuryProbabilityNeg,[x]% chance,
Root/OptionsEnemyIntelligenceLow,Mistakes are common,
Root/OptionsEnemyIntelligenceMedium,Mistakes happen occasionally,
Root/OptionsEnemyIntelligenceHard,Mistakes are rare,
Root/OptionsEnemyEquipmentEasy,Basic equipment,
Root/OptionsEnemyEquipmentMedium,Better armour and shields,
Root/OptionsEnemyEquipmentHard,"Better armour, shields, and weapons",
Root/QualityResolutionTooltip,Sets in which resolution the game runs.,
Root/OptionsSMAA,Normal (SMAA),
Root/OptionsSSAA,Very High (SSAA),
Root/OptionsForceEnable,Forced on all textures,
Root/OptionsFullResolution,Full Resolution,
Root/OptionsHalfResolution,Half Resolution,
Root/OptionsPLC0,None,
Root/OptionsPLC1,One,
Root/OptionsPLC2,Two,
Root/OptionsPLC4,Four,
Root/OptionsCustom,Custom,
Root/OptionsFramerateUnlimited,Unlimited,
Root/OptionsUIScaling,[x]x,
Root/OptionsEnable,Enabled,
Root/OptionsDisable,Disabled,
Root/OptionsDisabled,Disabled,
Root/OptionsHigh,High,
Root/OptionsVeryLow,Very Low,
Root/OptionsLow,Low,
Root/OptionsMedium,Medium,
Root/QualityFast,Fast,
Root/QualityFastest,Fastest,
Root/QualitySimple,Simple,
Root/QualityGood,Good,
Root/QualityBeautiful,Beautiful,
Root/QualityFantastic,Fantastic,
Root/GeneralBack,Back,
Root/GeneralNext,Next,
Root/GeneralContinue,Continue,
Root/GeneralClose,Close,
Root/GeneralDone,Done,
Root/GameOver,Game Over,
Root/GameOverFluff,You've reached the end of your rope,
Root/GeneralTimeskip,[x] hours later,
Root/GeneralTimeSkipSingular,[x] hour later,
Root/GeneralLoadLastTitle,Where do you want to go?,
Root/GeneralLoadLastDesription,Do you want to return to your last camp site or go to the campaign map?,
Root/GeneralLoadLastCamp,Go to camp,
Root/GeneralLoadLastCampaignMap,Go to campaign map,
Root/ItemSingular,item,
Root/Items,items,
Root/Character,Skills,
Root/Equipment,Equipment,
Root/Objectives,Objectives,
Root/MenuInventory,Inventory,
Root/MenuCharacter,Character,
Root/MenuObjectives,Quests,
Root/MenuSaga,Saga,
Root/MenuCodex,Codex,
Root/MenuHomestead,Homestead,
Root/CodexStatusEffectsHeadline,Status Effects,
Root/CodexFactionsHeadline,Factions,
Root/CodexTimelineHeadline,Timeline,
Root/DialogueStatCheck,"{[color=""orange""][x][/color]: [y]}",
Root/DialogueSkillCheck,{[skill] [value]},
Root/DialogueStatCheckSuccess,"[color=""#00CC33""]{[x]: Succeeded}[/color]",
Root/DialogueStatCheckFailure,"[color=""red""]{[x]: Failed}[/color]",
Root/DialogueDifficultyEasy,Easy,
Root/DialogueDifficultyMedium,Medium,
Root/DialogueDifficultyHard,Hard,
Root/DialogueTokenNationalityViking,Dane,
Root/DialogueTokenNationalityNorwegian,Norwegian,
Root/DialogueTokenNationalityMercian,Mercian,
Root/DialogueTokenNationalityScot,Scot,
Root/DialogueTokenNationalityPict,Pict,
Root/DialogueTokenEyeBlue,Blue,
Root/DialogueTokenEyeGrey,Grey,
Root/DialogueTokenEyeGreen,Green,
Root/DialogueTokenEyeBrown,Brown,
Root/DialogueTokenHairBlack,Black,
Root/DialogueTokenHairBlonde,Blonde,
Root/DialogueTokenHairBrown,Brown,
Root/DialogueTokenHairGinger,Ginger,
Root/DialogueTokenHairGrey,Grey,
Root/DialogueTokenHairRed,Red,
Root/DialogueTokenHairWhite,White,
Root/DialogueTokenArchetypeBrawler,Brawler,
Root/DialogueTokenArchetypeBerserker,Berserker,
Root/DialogueTokenArchetypeBannerman,Defender,
Root/DialogueTokenArchetypeSkald,Skald,
Root/DialogueTokenArchetypeChieftain,Leader,
Root/DialogueTokenArchetypeNidding,Rogue,
Root/DialogueTokenArchetypeRanger,[Hunter/Huntress],
Root/DialogueTokenArchetypeHealer,Healer,
Root/DialogueTokenArchetypeFighter,Warrior,
Root/DialogueTokenArchetypeScout,Scout,
Root/DialogueTokenArchetypeDefender,Archer,
Root/DialogueTokenArchetypeCivilian,Civilian,
Root/DialogueTokenArchetypeHirdsman,Combatant,
Root/DialogueTokenArchetypeCustom,Custom,
Root/DialogueTokenArchetypeMilitiaman,Militiaman,
Root/DialogueTokenArchetypeSkirmisher,Skirmisher,
Root/DialogueTokenArchetypeCleric,Cleric,
Root/DialogueTokenArchetypeProwler,Prowler,
Root/DialogueTokenArchetypeChampion,Champion,
Root/DialogueTokenArchetypeTrapper,Trapper,
Root/DialogueTokenArchetypeUlfhedinn,Ulfhedinn,
Root/DialogueTokenArchetypeWitch,Witch,
Root/DialogueTokenArchetypeMonk,Monk,
Root/DialogueTokenArchetypeAssassin,Assassin,
Root/TooltipArchetypeBerserker,Reckless and violent melee character who dual-wields axes and swords.,
Root/TooltipArchetypeBannerman,Defensive melee character trained with sword and shield.,
Root/TooltipArchetypeSkald,Ranged support character specialised in healing and full-party combat buffs.,
Root/TooltipArchetypeChieftain,Strong melee character with some useful support and dialogue skills.,
Root/TooltipArchetypeNidding,Shifty rascal with a wide variety of nasty tricks up their sleeve.,
Root/TooltipArchetypeRanger,"Ranged character designed for pure damage, deadly with a bow.",
Root/TooltipArchetypeHealer,Ranged support character specialising in restoration and powerful debuffs.,
Root/TooltipArchetypeFighter,"Well rounded melee character, devastating with axe and shield.",
Root/TooltipArchetypeDefender,Defensive ranged character who can hold their own in melee.,
Root/DialogueTokenDifficulty01,Untrained (0),
Root/DialogueTokenDifficulty02,Trained (1),
Root/DialogueTokenDifficulty03,Experienced (2),
Root/DialogueTokenDifficulty04,Grizzled (3),
Root/DialogueTokenDifficulty05,Skilled (4),
Root/DialogueTokenDifficulty06,Veteran (5),
Root/DialogueTokenDifficulty07,Masterful (6),
Root/DialogueTokenDifficulty08,Elite (7),
Root/DialogueTokenDifficulty09,Legendary (8),
Root/TooltipDialogueIconCheckStrength,"Strength check of the displayed difficulty, with a higher chance of success the higher your Strength.",
Root/TooltipDialogueIconCheckEndurance,"Endurance check of the displayed difficulty, with a higher chance of success the higher your Endurance.",
Root/TooltipDialogueIconCheckFinesse,"Finesse check of the displayed difficulty, with a higher chance of success the higher your Finesse.",
Root/TooltipDialogueIconCheckPerception,"Perception check of the displayed difficulty, with a higher chance of success the higher your Perception.",
Root/TooltipDialogueIconCheckSense,"Sense check of the displayed difficulty, with a higher chance of success the higher your Sense.",
Root/TooltipDialogueIconGeneral,General options will progress the conversation.,
Root/TooltipDialogueIconInquiry,"Inquire options are not mutually exclusive with the other options, the conversation will return here afterwards.",
Root/TooltipDialogueIconResource,Resource options will spend resources if selected.,
Root/TooltipDialogueIconOpenTrade,Shop options will open the Trading window.,
Root/TooltipDialogueIconOpenCrafting,Crafting options will open the Crafting window or the Repairing window.,
Root/TooltipDialogueIconCombat,Combat options will trigger a fight. Beware that other options can also lead to combat.,
Root/TooltipDialogueIconEndDialogue,End options will end the conversation.,
Root/TooltipDialogueIconEnterArea,Enter Area options will change the scene.,
Root/TooltipDialogueIconSelectFollower,Follower Selection options will ask you to choose a specific character for something.,
Root/TooltipDialogueIconRomance,Romance options may lead to long-term commitment.,
Root/TooltipDialogueIconKnockOut,Knock Out options will trigger a non-lethal takedown.,
Root/TooltipDialogueIconKill,Kill options will trigger a lethal takedown.,
Root/TradingTitle,Trading,
Root/TradingVendorResources,Vendor Resources,
Root/TradingYourResources,Your Resources,
Root/TradingTrade,Trade,
Root/TradingPrices,This vendor has [x] prices,
Root/TradingPricePreposterous,"[color=""red""]preposterous[/color]",
Root/TradingPriceDisagreeable,"[color=""orange""]disagreeable[/color]",
Root/TradingPriceFair,"[color=""yellow""]fair[/color]",
Root/TradingPriceGenerous,"[color=""green""]generous[/color]",
Root/TradingPriceCharitable,"[color=""lime""]charitable[/color]",
Root/TradingSupplyVeryLow,"[color=""red""]Very Low[/color] Supply",
Root/TradingSupplyLow,"[color=""orange""]Low[/color] Supply",
Root/TradingSupplyNormal,"[color=""yellow""]Normal[/color] Supply",
Root/TradingSupplyHigh,"[color=""green""]High[/color] Supply",
Root/TradingSupplyVeryHigh,"[color=""lime""]Very High[/color] Supply",
Root/TradingDemandVeryLow,"[color=""red""]Very Low[/color] Demand",
Root/TradingDemandLow,"[color=""orange""]Low[/color] Demand",
Root/TradingDemandNormal,"[color=""yellow""]Normal[/color] Demand",
Root/TradingDemandHigh,"[color=""green""]High[/color] Demand",
Root/TradingDemandVeryHigh,"[color=""lime""]Very High[/color] Demand",
Root/TradingResources,Resources,
Root/TradingNA,N/A,
Root/TooltipTradingYourResources,Below you can see the resources you have in your party. Click the resource you want to exchange for whatever you're buying.,
Root/TooltipTradingVendorResources,Below the vendor's resources are shown. Click the resource you want to buy.,
Root/TooltipTradingSlider,Drag the slider to determine how much of the selected vendor resource you want to buy.,
Root/TooltipTradingDecrease,Decrease the resource to buy by 1.,
Root/TooltipTradingIncrease,Increase the resource to buy by 1.,
Root/TooltipTradingNotInterested,"[color=""red""]The trader is not interested in this resource[/color]",
Root/TooltipTradingSameCounteroffer,"[color=""red""]You cannot trade the same resource[/color]",
Root/TooltipTradingNotEnoughResources,"[color=""red""]Not enough resource to trade[/color]",
Root/FinishTurn,End Turn,
Root/PlayersTurn,Your Turn,
Root/EnemysTurn,Enemy's Turn,
Root/SurpriseRound,Surprise Round,
Root/TooltipAttackOfOpportunity,"[color=""red""]Has attack of opportunity[/color]\n",
Root/Flanked,"\n\n[size=""20""]Flanked[/size]",
Root/TooltipCover,"\n\n[size=""20""]Cover[/size]",
Root/ToHitChance,"[size=""18""][color=""lime""][x]%[/color][/size] chance to hit\n",
Root/ToHitChanceNoLOS,"[size=""18""][color=""red""]0%[/color][/size] chance to hit\n",
Root/PopupBlocked,Block: Absorbed,
Root/PopupBlockedFully,Block: Deflected,
Root/PopupCriticalHit,Critical hit!,
Root/PopupMiss,Missed,
Root/PopupPanic,Panicked!,
Root/PopupAoO,Attack of Opportunity!,
Root/PopupFlanked,Flanked!,
Root/PopupCover,Cover,
Root/PopupCured,cured,
Root/PopupResisted,Resisted,
Root/PopupInspired,Inspired,
Root/PopupAoOLost,Attack of Opportunity lost,
Root/PopupExecuted,Executed!,
Root/PopupOpportunist,Opportunist,
Root/PopupEntangled,Entangled,
Root/PopupDisentangled,Disentangled,
Root/PopupInterrupting,Interrupting!,
Root/PopupTrapSpotted,Trap Spotted!,
Root/PopupTrapDisarmed,Trap Disarmed!,
Root/PopupProtectedTile,Protected Tile!,
Root/PopupMoraleLost,Morale Lost!,
Root/TooltipCombatTileObject,"[size=""16""][name][/size][requirement]\n[difficulty] [archetype]\n[aoo]\nHitpoints: [color=""orange""][hp1] / [hp2][/color]\nDamage: [color=""orange""][dmg1] - [dmg2][/color]\n\nDR Melee: [color=""orange""][drmelee]%[/color]\nDR Ranged: [color=""orange""][drranged]%[/color]\nBlock Chance: [color=""orange""][block]%[/color]\n\nPhysical Resist: [color=""orange""][physresist]%[/color]\nMental Resist: [color=""orange""][mentresist]%[/color][color=""lime""][flanked][/color][color=""red""][cover][/color]\n\n[tohitchance][size=""18""][color=""lime""][dmgtodeal1] - [dmgtodeal2][/color][/size] expected damage\n[size=""18""][color=""lime""][crit]%[/color][/size] chance to crit",
Root/TrapHasBeenBurnt,Trap burnt!,
Root/BarricadeHasCaughtOnFire,Barricade has caught on fire!,
Root/TileObjectBarricade,Barricade,
Root/TileObjectBarricadeDestroyed,A barricade has fallen apart,
Root/TileObjectTripwire,Tripwire,
Root/TileObjectTripwireTriggered,"[y] stumbled over a Tripwire and was [color=""yellow""][StatusEffectName][/color]",
Root/TileObjectNetTrap,Net Trap,
Root/TileObjectNetTrapTriggered,"[y] triggered a Net Trap and was [color=""yellow""][StatusEffectName][/color]",
Root/TileObjectPitTrap,Pit Trap,
Root/TileObjectPitTrapTriggered,[y] entered a Pit Trap and sustained [z] damage,
Root/TileObjectPoisonPitTrap,Poison Pit Trap,
Root/TileObjectPoisonPitTrapTriggered,"[y] entered a Poison Pit Trap, sustaining [z] damage and becoming [color=""yellow""][StatusEffectName][/color]",
Root/TileObjectGreasePatch,Grease Patch,
Root/TileObjectGreasePatchTriggered,[y] slipped in a puddle of grease,
Root/TileObjectGreasePatchTriggeredSaved,[y] walked onto a slippery puddle of grease but managed to keep their footing,
Root/TileObjectTarPot,Tar Pot,
Root/TileObjectTarSpill,Tar Spill,
Root/TileObjectTarSpillTriggered,"[y] was splashed with tar and became [color=""yellow""][StatusEffectName][/color]",
Root/TileObjectRitualSpear,A Ritual Spear will hit this hex in the next round,
Root/TileObjectRitualSpearTriggered,[y] was struck and incapacitated by a ritual spear,
Root/TileObjectBonfire,Bonfire,
Root/TileObjectBonfireTriggered,"[y] entered a bonfire and is now [color=""yellow""][StatusEffectName][/color]",
Root/TileObjectBeeHive,Bee Hive,
Root/TileObjectBeeHiveTriggered,"[y] was attacked by angry bees, sustaining [z] damage and becoming [color=""yellow""][StatusEffectName][/color]",
Root/TileObjectAntHill,Ant Hill,
Root/TileObjectAntHillTriggered,"[y] disturbed an ant hill and was attacked by [color=""yellow""][StatusEffectName][/color]",
Root/TileObjectAntHillTriggeredAoE,"[y] was adjacent to an ant hill when it was disturbed, and became [color=""yellow""][StatusEffectName][/color] by the ants",
Root/TileObjectHayPile,Hay Pile,
Root/TileObjectBramble,Bramble,
Root/TileObjectBrambleTriggered,[y] entered a thick bramble; escaping the bramble will cost a full move,
Root/TileObjectBrambleStuck,[y] is still entangled in a bramble and must spend a full move to escape,
Root/TileObjectScaffold,Scaffold,
Root/TileObjectScaffoldTriggered,[y] was caught under a collapsed scaffold and sustained [z] damage,
Root/TileObjectSwampMud,Swamp Mud,
Root/TileObjectSwampMudTriggered,[y] entered a patch of swamp mud and lost 1 extra point of movement,
Root/TileObjectIcePatch,Ice Patch,
Root/TileObjectIcePatchTriggered,[y] slipped on a patch of ice,
Root/TileObjectIcePatchTriggeredSaved,[y] walked onto a slippery patch of ice but managed to keep their footing,
Root/TileObjectIllumination,Illumination,
Root/TileObjectCampfire,Camp fire,
Root/TileEffectGreaseTriggered,[x] slipped on a patch of grease,
Root/TileEffectGreaseTriggeredSaved,[x] walked onto a slippery patch of grease but managed to keep their footing,
Root/CombatVictoryConditionsTitle,Victory Conditions,
Root/CombatVictoryConditionKillAllEnemies,Eliminate all enemies: [enemies] remaining.,
Root/CombatVictoryConditionKillVIP,Eliminate [name].,
Root/CombatVictoryConditionSurvive,Survive for [turns] turns.,
Root/CombatVictoryConditionEscape,Get everyone to an escape area.,
Root/CombatVictoryConditionAssassinate,Eliminate [name] and ensure that no enemies reach an escape area.,
Root/CombatVictoryConditionPreventEscape,Ensure that no enemies reach the highlighted area.,
Root/CombatVictoryConditionDefendVIP,Prevent [name] from being incapacitated.,
Root/CombatVictoryConditionWaves,Current wave: [currentwave] out of [totalwaves].,
Root/CombatVictoryConditionTimer,Victory must be achieved within [turns] turns!,
Root/CombatVictoryConditionStealLetter,Steal Osred's letter to Tondwine.,
Root/CombatVictoryConditionOpenGate,Open the gate for your allies.,
Root/CombatVictoryConditionAmbush,Prepare an ambush for your enemies.,
Root/CombatTurnEventAmbushArrival,Enemies will arrive in [turns] turns.,
Root/CombatTurnEventReinforcements,Enemy reinforcements will arrive in [turns] turns!,
Root/CombatTurnEventRetreat,Enemies will begin to retreat in [turns] turns.,
Root/CombatTurnEventRescueCillian,Cillian will die in [turns] turns!,
Root/CombatResultsOverview,Combat Results,
Root/CombatResultsVictory,Victory,
Root/CombatResultsDefeat,Defeat,
Root/CombatResultsLabelFollower,Follower Health,
