key,原文,译文
0131c548-4274-4ee0-8672-70a6d4b88fd0,"I'll not invite such a ship into my harbour! I thank you for asking permission, but none will be granted, and if you try to land here anyway, your ship will be attacked and sunk.",
01388fa2-490d-4103-95da-bbc1a49ba939,He exhales sharply.,
01415461-0a09-48c4-86b8-a1d6365e0a2d,I knew as soon as I first saw you that you were someone special.,
0146d71a-ccca-4406-9f89-b66215577f82,She's troubled us long enough from the sidelines. It's time we end her meddling.,
014a4958-7cc2-4360-9d40-fea25c11def7,"The last sentry falls, and the silence is broken only by the rush of wind through the crags.",
014d12b7-13ed-4a86-90ec-10328efdc9ea,He grasps you firmly by the wrist.,
014ee5d3-cdaf-4538-a646-95a4b340cf91,{Give 50 Rations.} I wish to give an offering to Heimdallr that he may grant me vigilance.,
0151cf26-2913-4dc9-be3f-91383b291fe8,No. I'm sure you haven't.,
0153fc75-6e39-45ba-8303-213b0256b7f3,You've done a noble thing here today. Some of the Legionnaires saw it all and told us of your actions.,
01546345-5e9b-4bc4-9719-42ff7449415a,Find at least three different trees in Skjern Forest.,
0157a010-96bd-457b-9d6a-1031968cde79,You can see his jaw tighten.,
015c5966-7348-4b2a-9209-db3e178a8a10,Breach,
015d875c-8ba4-4ce7-b592-6b3f44644ce2,Can I trust you Gunnarr?,
016a5be8-4c94-4fc4-ab17-1268b4cbfa6f,His mock suspicion melts into a warm smile.,
016db3c0-bc70-4b68-809e-f8efa930e5a2,The invasion is called off. I've chosen to maintain our alliance with the Picts.,
016e262d-5c99-4d9b-8b6a-d9f8236da9fe,The old hag screams so spittle flies from her mouth.,
016f6eca-c079-41e9-98af-678b4b9b2038,"Aye, ekki at dakka. Just be careful out there.",
0174f86a-5e24-4684-a46a-e42e9cce3dbf,"That's [Player:Father]'s, isn't it? But your uncle brought his body home. This can't be him.",
017d79b3-be5e-451b-9eed-726af2a0db7e,"It looks like things are really coming together. Torfinn has already laid down the hull of the new ship - [Shipname], was it?",
017d938c-16fd-4fbc-808a-7084d0d5ce02,Few of them would benefit from making this a smooth transition. It will be important to know where they stand.,
017dac8f-4544-4cbf-975b-c40637e89acd,"Well, I hope you've made peace with the gods, because I've been looking forward to this for a long time.",
0180a95b-892c-48bc-ac2f-30e5cb3233c5,Hrodgærda casually turns her back on you both and casts a long look towards the church.,
018b6617-2919-4d93-9cff-e931209609ff,"The moment you unsheathe your seax, Geirmundr jumps back, hands raised. He hesitates for the blink of an eye, then he turns and hurls himself head-first into the bonfire, screaming for Surtr to take him.",
018e3268-f933-4c02-9bfe-1c341b852cd0,A gleam of gold shimmers in Maban's eyes.,
01944181-8cca-4205-b399-7c0b5a64c136,"Aye, I'm she. Why do you ask?",
01964163-aced-4747-9f08-cab706513cba,Let me take a look.,
019efd6d-b360-49aa-8317-80fa4f9b0cbf,Enough! Enough. I yield.,
01a23050-2dc6-48ca-80df-c46e6e7a869c,What are you thinking? Pick them off from a distance?,
01a3c7a4-3261-4176-a99c-6866f65de78c,Evasion Failed,
01a3c878-0ec2-4488-a264-09103965afaf,All tension in the hall is immediately transformed to relief and happiness. Grainne slaps you affectionately on the arm.,
01a3d418-4657-4ba6-ac1f-506746b7a784,"The air is so thick with hostility you might carve it with a knife. In the tense silence, a distant rumble reverberates through a cave exit behind Grainne - your allies marching through the ravine below.",
01a438c1-7b20-4cb6-9251-76d18b0da655,You're awake!,
01a44a92-80ac-483a-bc0c-9d8485b1a207,"I'm sorry... I needed the courage, but I shouldn't have made you drink as well. Next time will be different.",
01a85df3-7c95-40c1-b86d-87dff352cf87,I'll see when I get around to it.,
01a9d509-f531-44d5-a537-125067ad91ad,I suppose that won't hurt - just don't expect any discounts on account of your reputation. Show me what you need.,
01abd088-5adb-4dda-923e-a036c2c0bac6,Let's see how close we can get to the tent without being seen.,
01ac9ef1-996a-40af-9f6c-9d42a243e96e,"Now, take your ship to the bay where the river Tay runs towards the seat of the Pictish king, and follow the coast towards the north for a long way.",
01ae8fba-8788-4fbb-8bb5-944dce70b048,Only take care not to disturb the King's grave unless you know in your heart that you are worthy of his legacy.,
01aef924-408d-4fb0-b6c6-89366703cde6,"Indeed, you shouldn't. If I need something, I'll come to you.",
01b695c0-8988-4a26-8a26-983eeb8bd065,"Pitchforks were never really meant to be used in combat, but sometimes you have to use what's at hand.",
01ba9d6a-b61d-46b7-bcac-7d218345eaf4,"Get out of my sight, raider. Leave Orkneyjar and never come back!",
01bb3497-570e-47e8-853b-a4d4ce35abe5,I heard [Player:Name] spared a man [Player:he/she] defeated. Even let him join [Player:his/her] hird.,
01bc8e6b-17cf-4993-8426-2bb50cf77655,We're here to help you take Dun Phris.,
01bd2a76-dee4-4bd0-8cff-6b0576b85bf6,How are you doing today?,
01c0759c-6e3f-4cc9-b02c-d76dd44bc461,Whatever I can get my hands on. I've been setting up a steady supply of food from the outlying farms.,
01c20575-0fb9-46d0-8186-e7c8f59e6c22,Your hird is gathered around your mother. Astridr looks distraught.,
01c70b12-487c-4ee9-b555-525944a3e594,"It's good to see you again, my friend. I hope you haven't changed your mind. As I said, we have nowhere to go.",
01c7968a-ec4f-4a61-b662-90c54e97dbb8,How does [i]that[/i] settle it? That must have been a nightmare! For all you know she may have got up to piss and a bird happened to take off outside and wake the girl up.,
01c8e3fa-722a-4f4c-b30e-7b3e85e77eb1,"In a manner of speaking - I build such items to order. You can bring me the materials I need, and I will make whatever equipment you require.",
01ca38e7-1c2b-4f2c-aa36-5ac0843791a5,"All the more reason to strike now, while they are weak. Let Osred and Æthelred bicker over whose head the crown fits better. Soon, it won't matter.",
01da71ba-6dec-4c00-b100-3203357e6ee7,"Leofric, the champion of Eoforwic, has challenged your hird to a practice fight, to see what you're made of.",
01e31afb-9442-4e8f-8fca-d90b4cd8ceaa,"My name is Maucolyn, I am the gerefa of this town.",
01e8f94a-0fcd-4293-b756-eb9a025c19eb,"You're free to leave. I don't care where you go, but you better get out of my town.",
01e95893-8898-456a-95ca-feaa5fe4ea5e,Too risky. We'll approach in the open and see if they listen to reason.,
01ee6bdd-1ee9-4068-b95c-802f0e9dec81,"The war has begun, [Player:Name]! No need to tell me what transpired in Dun Phris, my messengers have already told me everything.",
01f0df38-d0e3-49f8-9416-ec5ba3b5e942,His voice is dry and raspy.,
01f266eb-a45b-4c45-bcd7-97c3fcf5c9ac,I'll pretend I didn't notice that insult. Show me your wares so we can get this over with.,
01f28204-be2a-4730-9cab-03461d53cef6,"Once you've both cleaned up and had breakfast, Kyre fetches a gift from the back of her house.",
01f48d34-1b0e-4b44-8d7e-6c8d5634d25e,Lord of Seals,
01f6e94a-1aac-473c-89ea-ddf45ba0c3e0,I can't promise anything.,
01fce9d0-b96d-47b3-855f-a8540cfd2d22,"The pool of water is shallow at first, but quickly deepens. Underneath the water, a tunnel extends further into the cave. The water has a slightly unpleasant colour and smells stagnant.",
02035b29-8941-4a70-8835-ca49100353f8,Royal advisor is a respected position. You'll be duly rewarded.,
020c7a72-3e05-4639-b24a-77a4b6d114b6,{Attack.},
020f8a60-91b9-42b7-8fdc-1044fb8e0fe1,I don't see a way around a fight.,
020fc6fa-e333-43b6-a290-c5bc3374639c,The other man appears to regain his wits.,
0210918d-d0f2-4423-bb66-42a6738c8de9,"Torfinn would be the most important voice to hear in this matter, I'd say. I'm sure he has some ideas.",
02121513-d967-42c3-b05b-18da386ae69a,And in return?,
0217bec7-b6f7-453b-9fb8-8f680db4df7c,You and your people - you left us alone to face the vengeance of Conall's warriors! Who were they to know you put my dear Leannan up to that!,
021cd9f4-d882-41a8-99b2-3bee8dbd12b5,"Are you fully aware of what you've gotten yourself into? Kyre is beautiful, that's true, but she's not... normal.",
021fcac1-5651-4c09-9393-eb3f764f4867,Gunnarr steps forward.,
02239f65-a861-48d2-a74b-fcca301ab141,That took an unexpected turn.,
02275575-71f3-4e0c-8457-3b5185de7462,"{Attempt to kill Erlingr with a surprise attack, starting a fight.}",
022a5405-6c9c-40d0-bf5b-f27efaf9d11f,"But your father was lax in his rule, and I admired that. He may not have built a strong and fearsome clan, but he respected us and put great trust in us all.",
022de511-1418-41ab-a7b7-aa0c7f22480d,Well we're glad to have you on board.,
023330cf-8ebc-4cf2-ab92-d3161360d8bc,"We'll help you fight them if that's what you want, but those who survive will not be executed. Agreed?",
02373b17-59f6-40e3-a786-3b4bb4046a57,"I have not been entrusted with that information, but I have been assured that you will like it.",
02376138-8869-454b-93fe-7d8b2822fc60,"The surviving raiders have turned up in Ribe. This is your chance at revenge, if you want it.",
023a3526-aa06-4650-b0a7-51320e2b852e,"I'm going to bed, Ketill. Let's talk tomorrow.",
023db2c5-eab8-458b-b9e6-6641b733462b,"Grimulfr sheathes his weapon and leans back against a tree, suddenly looking much older than he is.",
0246137e-0ca6-41cb-a5f2-15bc74af0c3d,"There's a beacon on the cliff that's meant to be lit in the fog, so ships can avoid the rocks.",
024ff4f7-488b-48f4-88e0-d82a6c9aa80e,I didn't want this. I wish you'd stayed with us.,
0251faf4-eb26-4117-a23e-cb70386d6bff,"Asleifr simply nods once, then he returns his attention to his companions.",
0254e8e5-ae12-4495-8a53-62a9add0f162,"Sorry, my young man! Let me just rest my arthritic 25-year-old legs a moment before I leave.",
02591284-7c34-49b8-96ee-497b497a16a3,Bring Hulda some flowers from near the animal pen.,
0259bc44-cf21-45c0-a8a8-7e88b9a312f8,Skule did you a great disservice in sending you here. He should have come himself.,
025e2cff-bbbf-4e68-90f2-cfb663989dbf,[i][Player:Name]![/i],
0261034a-9f06-4eff-91c7-3f4b17d172fa,"We're close now. If our strategy works, and your murder of Caustantin is successful, this may be a short war indeed.",
0263d199-1459-4878-a399-45b3f5a12474,You won't be converting us.,
0277845d-2138-4906-9439-e41aa26c1032,It was.,
027c35b7-7bb7-4674-be27-d5ec97e9b8d5,We'll get you out of there. Have faith in it.,
027d60f5-5d00-4079-a4ef-3aa414f5c0b2,"It's mostly silver jewellery and my old sword. You can keep all that, just bring me that claw, I beg you.",
027dd7e1-8b16-4b9a-8f29-e14fdedf8844,"My name is Kyre, widow of the merchant Baldred - I am honoured to meet you.",
02830749-0394-4efb-97c9-2d76ce7f2d24,I just saw those boys come through camp and leave out the north-west entrance in a damn hurry.,
028af1ca-925a-492c-8dc3-41a1713698b6,"He'd better accept his punishment, or his entire family will pay for it.",
028e3b6b-603a-4e41-83e9-e008f7195a56,"As I thought - your ""guests"" carry a legion's worth of steel into my home. Have you no thought for the safety of an old man, Cillian? Fool boy!",
0290c22b-cec8-433e-8183-9c2742aa3d3e,You can't feel a battle in your bones or foresee a fight.,
029279ac-4862-4082-94d0-f1b9a39cc9d7,"Ah, indeed. Then I'm sorry to be the one to tell you, but that grave is closed under my protection, and that of our community.",
02937e2f-f159-4e53-95d1-df3e1d42e69d,A search of the nearby area turns up a broken cart that has been stripped of valuables.,
029a6053-ea39-40d6-86c3-2d197b8dd36a,Eanbald makes the sign of the cross and mumbles a few words in Latin.,
02a39304-2107-46f6-8bdb-2412dbd30634,"If you stick around, I'll be able to find you again in case I need you.",
02a66136-77a1-42b8-98f5-8fc639f4404b,Skule Skullcleaver is behind this. He's been working against us for months.,
02a81f75-802a-4179-9aae-6f737985ad87,Grainne looks like she's had it with your bullshit. She raises a closed fist and a loud whistle escapes her lips. The result manifests immediately.,
02ab6bee-2d56-425b-a87f-23a64e4bd94e,Skule is a very impressive man in the flesh.,
02ad1b3b-eff4-48c5-b795-b414f24ee655,Always happy to serve a friend. What else can I do for you?,
02ad215b-0170-4abf-83d4-8e704b384d64,Rurik shakes his head and drops his knife on the floor in disgust.,
02b34a14-0d51-4504-927c-096a529ff625,"The young man seems to relax and makes a motion with his hand for the others to sit back down, which they reluctantly do.",
02b4ef10-5473-46c2-9147-d72753275e0b,Do you wish to set sail and leave Jutland?,
02b95539-702e-488c-bb3d-2792c9711a98,You think that was a good hit? Wait 'till I'm warmed up!,
02ba0b05-134f-45f0-b692-7fba247f7ce7,"Where [Victim:Name] was walking moments before, all you now see is a long jagged hole in the ice. The rest of your hird quickly covers the rest of the distance to the shore.",
02bc4bdd-a1da-4491-b330-0b7c4dd1e566,{Pay 100 Valuables.} Here you go.,
02bdab32-99cd-42a8-8167-a6c7a61bcba2,So you know about them? Why in the Allfather's name have you not addressed this yet?,
02be3798-4850-4a44-bfda-e1ee91481ebe,Sounds good. That'll get us very close to the king's hall.,
02bfb6df-702b-4a30-a459-6d18fa59357b,Relief and gratitude mingle awkwardly on his face.,
02c9aa68-55b9-456f-b501-8e6bd419f73a,{Kill him.},
02ca2299-0a63-4f0d-ae60-5ed805460ff3,"Well, what are you looking for?",
02ca64ab-421f-4b40-a87e-2e96cb14d0ab,Let's go and see if Skallagrimr's hird is back.,
02cbc8ee-bd49-4d48-9747-b73fae81861e,"If we are to attack Jelling, we must do it quickly and unexpectedly.",
02d593eb-7d97-436c-a3a4-bb466ab162c7,I may help you after all. Who did you say you were looking for?,
02d6acf8-db46-454a-a030-5a25d5d0f88c,They said the tomb was protected by dwarves or elves or other such underground creatures - that horrible vengeance would befall any who dared to breach its sanctity.,
02d7c2b4-5d0e-465b-8e7e-a2427a3c2efb,"Verca, love - go get Wiala and your parents.",
02d81b88-8d4e-47f4-950c-b69ba262c64a,Everyone load up. We're cleaning the place out.,
02dc1cb7-b42a-4434-acd9-7ac4f51881e4,"One of them, a young man of about 18 winters, looks up from the fire and stands to address you. The others remain seated, but exchange sideways looks.",
02dd809d-1fef-4231-ad42-71ca4d2ff611,Challenge Nukki.,
02de8656-eff9-4681-ac8b-a5557401ef38,"A mysterious tincture that fills the user with vigour, allowing them to move faster for 3 turns.",
02e3b7b6-33b9-4b65-913f-796093386a03,He did.,
02e7f0ac-83a5-4bea-bf16-5078488e6c7f,Hides've gone missing again. There's a thief in town.,
02ea6b16-2b51-4891-a77f-71baafad595e,This is not good.,
02ec8be7-c360-49f9-bb49-a639814aca39,It's an honour to finally meet you. My father speaks of you in glowing terms.,
02ecece8-1140-442e-a99d-b71f6cd8e83f,Finnguala is with her future husband. They seem to have known each other for a long time.,
02ed6f46-7b36-42e9-ba97-738053c5b345,No need to thank me. We just did as Caustantin asked.,
02f35611-2cf0-4976-8e0c-db233ae60c46,"Ljotr and I will keep an eye on them, I'll let you know if anything changes.",
02f48638-9e9a-4c05-8d86-1b12a3fa561a,"For that alone, you will not leave this place alive.",
02f81c3d-8ce8-48af-97c5-d6f9b679ff35,She grimaces.,
02f842b7-222c-4992-a111-382de59ad5cb,"Aye, just what I had in mind.",
02fb0848-f96b-499c-bf8f-d6ad5fbd498b,"No. They know we're coming, but they won't be expecting [i]us[/i].",
02fb5a8d-fb13-4e25-996f-b513bd4ba9f6,The trader throws his hands up in triumph.,
02ff094a-c99d-432a-86d6-ce148f5678d5,"On the other hand, a meadhall would be a great way to build up prestige at home and strengthen relations with our neighbours. Everybody loves a good feast!",
03017f2f-ac22-484c-84fd-d3c469b6d3ca,Seeking Sanctuary,
0301d647-016c-454f-8634-e05ba2538ce5,"He claps his hands together, startling a couple of crows off a nearby tree.",
030680fc-cb58-46e1-af47-e9d1ebdf27b0,You don't understand! We have nothing left to give them!,
030f0911-3da1-4014-9ecb-c9c17ce4c4f6,"You shouldn't have run, Aife. You'll pay with your life for turning your back on me.",
0311c059-b92e-4b6b-bd0e-7f228e514fb0,Engraved Rusty Sword,
031daeec-14c3-4e44-8322-7c216c598216,[Greedy:Name] leans in close.,
03225cbd-d830-4c01-ab4f-03750442beea,"And we'll be bringing so much treasure, the ship will barely remain afloat on the return trip!",
0323275f-a6cf-40d7-bc7a-2c78e4156d3c,You have an outstanding debt to Cuthrad and I'm here to collect.,
033650ab-8598-48c0-b2d2-4d6e1271594b,"Enough! Archers, loose!",
0336e4a7-9f8b-4aca-ac07-8ea2e12512fb,The wide blade of this chisel makes for very poor stabbing. All the more embarrassing to be killed with it.,
0336f70a-9944-484a-8d7f-3948dc1bd36a,Then you'll need a byname instead.,
03383f8b-76a0-4ab9-93b1-7a94473a31d0,"Let's bring her, [Player:Name]. Eydis' cooking will make the journey easier if nothing else.",
033c963a-8e28-4906-a6fe-e6f12a7678cc,"Sorry my [Player:boy/girl], you were almost there, but you skipped the second to last part! No true Christian would make such a mistake.",
03498ade-f3ce-483e-abac-f75c4d71a346,"[Player:Velkominn/Velkomin] to Ribe, [Player:Name]. To what do we owe the pleasure of your visit?",
034a87cd-689b-4180-a5b0-142beef72696,Your hird gradually wakes up and assembles for breakfast around the campfire. That's when it hits you.,
034d54f4-26e1-4004-aa9b-a22f6fb32aca,A look of grim realisation comes over him.,
03535629-535d-4425-ba1a-423e92e53103,Røskva closes her hand around the jar.,
03583c06-8446-4ffb-ac16-770d0e54d44d,We should go back and check on her.,
03590694-be58-46cd-bd5f-04644c7bd0d2,"Four hours later, Skallagrimr emerges from your main force camped below.",
035a2adf-c449-4154-8622-0e763b21458a,"It's kind of you to say that, but I grieve for Hulda. She is a wise woman, with a lifetime of knowledge of the plants, the gods, and the spirits. I hate to see her mind unravel like this.",
035b4eab-7078-4a01-8079-3a0b7f8ccd2e,But you look strong. Ever try your hand at farm work?,
035b99fe-910e-4410-82ac-abb00a7c83c9,"Deer is scarcer than usual on account of the wolves, but on the other hand I can't loose an arrow without hitting a grouse this season, so I'm not complaining.",
035c895d-5882-499d-8343-fea9ff385e62,"Of course he will, otherwise what would be the point?",
035d5b38-f6cd-4bba-9a73-d32163c7f01a,Gunnarr raises his [Leader:weapon] in salute.,
036cb63a-498e-4f30-b5bc-45e3fd93f6e5,"A toast, to the unwitting generosity of the jarl!",
03709a65-d366-4e2a-9fa7-7d397ed5cbf6,Ribe's town crier is an energetic young woman with fiery red hair. Her sharp features are dotted with freckles and her smile spells mischief. Her trained voice carries easily across the din of the market.,
0372a787-f00d-442c-9d11-856d956bbb06,"When word of this raid spreads, we'll have no trouble mustering a great army. You'll soon be in command of the greatest army the north has seen since Bravellir!",
0377898e-812b-46fc-8826-ebb5e99d62e5,He's dead. Murdered by men working for a rival thegn.,
0385472d-2946-45ba-a4a0-f4d0cb8659a7,People went missing in the marsh?,
0387fe68-829c-4a88-a477-bf5bdfe14980,There is a sharp edge to [ObjectOfAffection:Name]'s voice.,
038a97a5-ff69-4028-90e9-b634ecb36b85,The old smith glares from the back of the smithy.,
038c52ac-d318-4b24-9c40-b5e6cdde2c91,"Myrddin was here before us. Far as I know he's always lived in that little cave. And the problem is, everyone here is all Christian of course - fervently so. They don't understand Myrddin, but he frightens them.",
03961e54-ae52-4409-8d5e-9030b8b0e595,"[Stuck:He/She] braces for the fall, but [Stuck:his/her] arm lands at a bad angle. There is a sickening crunch. [Stuck:Name] grunts loudly and clutches [Stuck:his/her] arm.",
03963765-32a0-4489-9dcd-0658bedb570c,[Leader:Name] walks up to the cell and looks the young boy right in the eyes.,
03991260-d4a6-41ec-a8e5-5dc607edd56b,The doubts. The bickering.,
039ce797-8592-4c80-a140-aa67a2d6686f,Don't leave me standing here too long.,
039fba38-107a-4ce6-b8f9-0012b9b40ddd,"Behind you, your mother is staring wide-eyed into the distance, frozen in fear for her son's fate.",
03a3064f-d432-4db3-b6a6-cecb51e9c845,Not yet.,
03a3b121-e627-4c1b-967d-ff1e7e1623ad,Tell me about your home.,
03a5c86e-8435-4a3d-afb3-770961484ae0,"Thanks to you, Northumbria and Pictavia is unified under one king. Soon, a great victory feast will take place, and you are a guest of honour. This could be the perfect opportunity to invade and seize power for yourself.",
03a8fe57-ccc1-46f1-a922-e5504640cc58,"Been in town for a while, come in from Aars and Viborg.",
03b026fb-0965-47d6-9169-2c1c636d23e0,"Two boys, one around 15 years of age, the other much younger, are crouched at the edge of the creek. A moment's observation reveals their errand: the older boy is teaching the younger how to tickle fish. The lesson is confined to a purely theoretical level, as the creek is much too shallow for fish.",
03b38fa1-33bc-49a4-9034-43bd05339087,Thank you for your help. I... I have nothing more to offer you than that.,
