key,原文,译文
Male/Grimvardr/Patronymic,Grimvardar,
Male/Gunnarr/Base,Gunnarr,
Male/Gunnarr/Patronymic,Gunnars,
Male/Halfdanr/Base,Halfdanr,
Male/Halfdanr/Patronymic,Halfdanar,
Male/Hannar/Base,Hannar,
Male/Hedinn/Base,Hedinn,
Male/Hedinn/Patronymic,Hedins,
Male/Helmfridr/Base,Helmfridr,
Male/Holmunn/Base,Holmunn,
Male/Holmunn/Patronymic,Holmunar,
Male/Hrodmundr/Base,Hrodmundr,
Male/Hrodmundr/Patronymic,Hrodmundar,
Male/Hrossbjorn/Base,Hrossbjørn,
Male/Hungeirr/Base,Hungeirr,
Male/Hungeirr/Patronymic,Hungeirs,
Male/Illhugi/Base,Illhugi,
Male/Ingvarr/Base,Ingvarr,
Male/Ingvarr/Patronymic,Ingvars,
Male/Jardarr/Base,Jardarr,
Male/Jarnskeggi/Base,Jarnskeggi,
Male/Jarnskeggi/Patronymic,Jarnskegga,
Male/Josteinn/Base,Josteinn,
Male/Karungr/Base,Karungr,
Male/Ketill/Base,Ketill,
Male/Ketill/Patronymic,Ketils,
Male/Kolbjørn/Base,Kolbjørn,
Male/Kolbjørn/Patronymic,Kolbjarnar,
Male/Krakr/Base,Krakr,
Male/Krakr/Patronymic,Kraks,
Male/Kveldulfr/Base,Kveldulfr,
Male/Kveldulfr/Patronymic,Kveldulfs,
Male/Leofric/Base,Leofric,
Male/Liknbjorn/Base,Liknbjorn,
Male/Liknbjorn/Patronymic,Liknbjarnar,
Male/Ljotr/Base,Ljotr,
Male/Mardoll/Base,Mardoll,
Male/Mardoll/Patronymic,Mardols,
Male/Maucolyn/Base,Maucolyn,
Male/Morcant/Base,Morcant,
Male/Munulfr/Base,Munulfr,
Male/Munulfr/Patronymic,Munulfs,
Male/Myrddin/Base,Myrddin,
Male/Nottolfr/Base,Nottolfr,
Male/Nukki/Base,Nukki,
Male/Oddkell/Base,Oddkell,
Male/Oddkell/Patronymic,Oddkels,
Male/Olbjørn/Base,Olbjørn,
Male/Oleifr/Base,Oleifr,
Male/Oleifr/Patronymic,Oleifs,
Male/Osred/Base,Osred,
Male/Ottarr/Base,Ottarr,
Male/Ragnvaldr/Base,Ragnvaldr,
Male/Palni/Base,Palni,
Male/Palni/Patronymic,Palna,
Male/Rikulfr/Base,Rikulfr,
Male/Rurik/Base,Rurik,
Male/Rurik/Patronymic,Ruriks,
Male/Salmundr/Base,Salmundr,
Male/Salmundr/Patronymic,Salmundar,
Male/Samr/Base,Samr,
Male/Sandarr/Base,Sandarr,
Male/Sigmundr/Base,Sigmundr,
Male/Skakki/Base,Skakki,
Male/Skallagrimr/Base,Skallagrimr,
Male/Skallagrimr/Patronymic,Skallagrims,
Male/Skavidr/Base,Skavidr,
Male/Skavidr/Patronymic,Skavidar,
Male/Skule/Base,Skule,
Male/Starkadr/Base,Starkadr,
Male/Stefn/Base,Stefn,
Male/Stefn/Patronymic,Stefns,
Male/Styrlaug/Base,Styrlaugr,
Male/Styrlaug/Patronymic,Styrlaugs,
Male/Tadc/Base,Tadc,
Male/Tadc/Patronymic,Taidg,
Male/Thorgisl/Base,Thorgisl,
Male/Thorgisl/Patronymic,Thorgisls,
Male/Thorvaldr/Base,Thorvaldr,
Male/Torfinn/Base,Torfinn,
Male/Torfinn/Patronymic,Torfins,
Male/Toste/Base,Toste,
Male/Usvifr/Base,Usvifr,
Male/Valerius/Base,Valerius,
Male/Vrangr/Base,Vrangr,
Male/Wada/Base,Wada,
Male/Æthelred/Base,Æthelred,
Male/Albinus/Base,Albinus,
Male/Balbinus/Base,Balbinus,
Male/Cnaeus/Base,Cnaeus,
Male/Domitius/Base,Domitius,
Male/Fabian/Base,Fabian,
Male/Fabianus/Base,Fabianus,
Male/Faustus/Base,Faustus,
Male/Florus/Base,Florus,
Male/Gratianus/Base,Gratianus,
Male/Ignatius/Base,Ignatius,
Male/Januarius/Base,Januarius,
Male/Livius/Base,Livius,
Male/Marcellus/Base,Marcellus,
Male/Marcus/Base,Marcus,
Male/Marius/Base,Marius,
Male/Octavius/Base,Octavius,
Male/Pontius/Base,Pontius,
Male/Quintillus/Base,Quintillus,
Male/Rufus/Base,Rufus,
Male/Sabinus/Base,Sabinus,
Male/Sextus/Base,Sextus,
Male/Tatianus/Base,Tatianus,
Male/Titus/Base,Titus,
Male/Vibius/Base,Vibius,
Female/Adis/Base,Adis,
Female/Adisla/Base,Adisla,
Female/Alfdis/Base,Alfdis,
Female/Alfheidr/Base,Alfheidr,
Female/Alvig/Base,Alvig,
Female/Arnbjorg/Base,Arnbjorg,
Female/Arnkatla/Base,Arnkatla,
Female/Arna/Base,Arna,
Female/Arnve/Base,Arnve,
Female/Asdis/Base,Asdis,
Female/Asgerdr/Base,Asgerdr,
Female/Auda/Base,Auda,
Female/Bekkhildr/Base,Bekkhildr,
Female/Bera/Base,Bera,
Female/Bestla/Base,Bestla,
Female/Beyla/Base,Beyla,
Female/Birsa/Base,Birsa,
Female/Bjorg/Base,Bjorg,
Female/Brana/Base,Brana,
Female/Dagny/Base,Dagny,
Female/Dana/Base,Dana,
Female/Disa/Base,Disa,
Female/Domhildr/Base,Domhildr,
Female/Eir/Base,Eir,
Female/Eirny/Base,Eirny,
Female/Elli/Base,Elli,
Female/Embla/Base,Embla,
Female/Eyja/Base,Eyja,
Female/Folkví/Base,Folkví,
Female/Freydis/Base,Freydis,
Female/Frida/Base,Frida,
Female/Fridgerdr/Base,Fridgerdr,
Female/Geira/Base,Geira,
Female/Geirdis/Base,Geirdis,
Female/Geirny/Base,Geirny,
Female/Gerdr/Base,Gerdr,
Female/Gloa/Base,Gloa,
Female/Gridr/Base,Gridr,
Female/Groa/Base,Groa,
Female/Gudrun/Base,Gudrun,
Female/Gunnhildr/Base,Gunnhildr,
Female/Gunnlaug/Base,Gunnlaugr,
Female/Hallbera/Base,Hallbera,
Female/Halldis/Base,Halldis,
Female/Halley/Base,Halley,
Female/Hallkatla/Base,Hallkatla,
Female/Hallveig/Base,Hallveig,
Female/Hedinvi/Base,Hedinvi,
Female/Helga/Base,Helga,
Female/Hildiridr/Base,Hildiridr,
Female/Hlif/Base,Hlif,
Female/Hlin/Base,Hlin,
Female/Holmdis/Base,Holmdis,
Female/Hrefna/Base,Hrefna,
Female/Hrodvi/Base,Hrodvi,
Female/Hvit/Base,Hvit,
Female/Ida/Base,Ida,
Female/Idunnr/Base,Idunnr,
Female/Ima/Base,Ima,
Female/Ingiberg/Base,Ingiberg,
Female/Ingibjorg/Base,Ingibjorg,
Female/Ingifridr/Base,Ingifridr,
Female/Ingirun/Base,Ingirun,
Female/Ioridr/Base,Ioridr,
Female/Iorunnr/Base,Iorunnr,
Female/Jodis/Base,Jodis,
Female/Jora/Base,Jora,
Female/Jord/Base,Jord,
Female/Jorunn/Base,Jorunn,
Female/Kara/Base,Kara,
Female/Kata/Base,Kata,
Female/Katla/Base,Katla,
Female/Ketilve/Base,Ketilve,
Female/Kolga/Base,Kolga,
Female/Kolderna/Base,Kolderna,
Female/Leikny/Base,Leikny,
Female/Lifa/Base,Lifa,
Female/Linhildr/Base,Linhildr,
Female/Ljota/Base,Ljota,
Female/Ljufvina/Base,Ljufvina,
Female/Lyngheidr/Base,Lyngheidr,
Female/Magna/Base,Magna,
Female/Mist/Base,Mist,
Female/Mjoll/Base,Mjoll,
Female/Nal/Base,Nal,
Female/Nidbjorg/Base,Nidbjorg,
Female/Oddfridr/Base,Oddfridr,
Female/Oddkatla/Base,Oddkatla,
Female/Oddny/Base,Oddny,
Female/Radgrida/Base,Radgrida,
Female/Radny/Base,Radny,
Female/Rafnhildr/Base,Rafnhildr,
Female/Ragna/Base,Ragna,
Female/Ragnborg/Base,Ragnborg,
Female/Randvi/Base,Randvi,
Female/Rannveig/Base,Rannveig,
Female/Rikvi/Base,Rikvi,
Female/Rjupa/Base,Rjupa,
Female/Rota/Base,Rota,
Female/Runa/Base,Runa,
Female/Saga/Base,Saga,
Female/Salbjorg/Base,Salbjorg,
Female/Saldis/Base,Saldis,
Female/Sefa/Base,Sefa,
Female/Sif/Base,Sif,
Female/Sigbjorg/Base,Sigbjorg,
Female/Siglaug/Base,Siglaug,
Female/Signe/Base,Signy,
Female/Sigrudr/Base,Sigrudr,
Female/Skaga/Base,Skaga,
Female/Skadi/Base,Skadi,
Female/Skjalddis/Base,Skjalddis,
Female/Snotra/Base,Snotra,
Female/Solveig/Base,Solveig,
Female/Soma/Base,Soma,
Female/Steinbjorg/Base,Steinbjorg,
Female/Steinfridr/Base,Steinfridr,
Female/Steingerdr/Base,Steingerdr,
Female/Steinhildr/Base,Steinhildr,
Female/Steinna/Base,Steinna,
Female/Svala/Base,Svala,
Female/Svana/Base,Svana,
Female/Svanborg/Base,Svanborg,
Female/Svanhvit/Base,Svanhvit,
Female/Sveina/Base,Sveina,
Female/Syn/Base,Syn,
Female/Sæun/Base,Sæunnr,
Female/Thora/Base,Thora,
Female/Thyrvi/Base,Thyrvi,
Female/Tofa/Base,Tofa,
Female/Toka/Base,Toka,
Female/Thorun/Base,Thorun,
Female/Trana/Base,Trana,
Female/Ulfarna/Base,Ulfarna,
Female/Ulfheidr/Base,Ulfheidr,
Female/Ulfrun/Base,Ulfrun,
Female/Ulla/Base,Ulla,
Female/Una/Base,Una,
Female/Valborg/Base,Valborg,
Female/Valdis/Base,Valdis,
Female/Vanadis/Base,Vanadis,
Female/Vedis/Base,Vedis,
Female/Vefreyja/Base,Vefreyja,
Female/Vefridr/Base,Vefridr,
Female/Velaug/Base,Velaug,
Female/Veny/Base,Veny,
Female/Vif/Base,Vif,
Female/Vigdis/Base,Vigdis,
Female/Virun/Base,Virun,
Female/Visna/Base,Visna,
Female/Vor/Base,Vor,
Female/Yngvildr/Base,Yngvildr,
Female/Yrr/Base,Yrr,
Female/Yrsa/Base,Yrsa,
Female/Æilif/Base,Æilif,
Male/Afastr/Base,Afastr,
Male/Afastr/Patronymic,Afasts,
Male/Agmundr/Base,Agmundr,
Male/Agmundr/Patronymic,Agmundar,
Male/Agnarr/Base,Agnarr,
Male/Agnarr/Patronymic,Agnars,
Male/Agvaldr/Base,Agvaldr,
Male/Agvaldr/Patronymic,Agvalds,
Male/Alfbjørn/Base,Alfbjørn,
Male/Alfbjørn/Patronymic,Alfbjarnar,
Male/Alfrikr/Base,Alfrikr,
Male/Alfrikr/Patronymic,Alfriks,
Male/Almarr/Base,Almarr,
Male/Almarr/Patronymic,Almars,
Male/Almsteinn/Base,Almsteinn,
Male/Almsteinn/Patronymic,Almsteins,
Male/Angantyr/Base,Angantyr,
Male/Angantyr/Patronymic,Angantyrs,
Male/Arinbjørn/Base,Arinbjørn,
Male/Arinbjørn/Patronymic,Arinbjarnar,
Male/Arnkell/Base,Arnkell,
Male/Arnkell/Patronymic,Arnkels,
Male/Arnsteinn/Base,Arnsteinn,
Male/Arnsteinn/Patronymic,Arnsteins,
Male/Arnthorr/Base,Arnthorr,
Male/Arnthorr/Patronymic,Arnthors,
Male/Arnulfr/Base,Arnulfr,
Male/Arnulfr/Patronymic,Arnulfs,
Male/Asbjørn/Base,Asbjørn,
Male/Asbjørn/Patronymic,Asbjarnar,
Male/Asgrimr/Base,Asgrimr,
Male/Asgrimr/Patronymic,Asgrims,
Male/Askr/Base,Askr,
Male/Askr/Patronymic,Asks,
Male/Adalherr/Base,Adalherr,
Male/Adalherr/Patronymic,Adalhers,
Male/Audrikr/Base,Audrikr,
Male/Audrikr/Patronymic,Audriks,
Male/Balki/Base,Balki,
Male/Balki/Patronymic,Balka,
Male/Balli/Base,Balli,
Male/Balli/Patronymic,Balla,
Male/Barodr/Base,Barodr,
Male/Barodr/Patronymic,Barodar,
Male/Baugr/Base,Baugr,
Male/Baugr/Patronymic,Baugs,
Male/Beinir/Base,Beinir,
Male/Beinir/Patronymic,Beinis,
Male/Bekkr/Base,Bekkr,
Male/Bekkr/Patronymic,Bekkas,
Male/Bergfinnr/Base,Bergfinnr,
Male/Bergfinnr/Patronymic,Bergfinns,
Male/Bifurr/Base,Bifurr,
Male/Bifurr/Patronymic,Bifurs,
Male/Bjalfi/Base,Bjalfi,
Male/Bjalfi/Patronymic,Bjalfa,
Male/Bjartr/Base,Bjartr,
Male/Bjartr/Patronymic,Bjarts,
Male/Bjolfr/Base,Bjolfr,
Male/Bjolfr/Patronymic,Bjolfs,
Male/Bjørn/Base,Bjørn,
Male/Bjørn/Patronymic,Bjarnar,
Male/Bjørnulfr/Base,Bjørnulfr,
Male/Bjørnulfr/Patronymic,Bjørnulfs,
Male/Blainn/Base,Blainn,
Male/Blainn/Patronymic,Blains,
Male/Blakari/Base,Blakari,
Male/Blakari/Patronymic,Blakara,
Male/Borkr/Base,Borkr,
Male/Borkr/Patronymic,Borks,
Male/Brunn/Base,Brunn,
Male/Brunn/Patronymic,Brunar,
Male/Brynjolfr/Base,Brynjolfr,
Male/Brynjolfr/Patronymic,Brynjolfs,
Male/Byggvir/Base,Byggvir,
Male/Byggvir/Patronymic,Byggvis,
Male/Dagfinnr/Base,Dagfinnr,
Male/Dagfinnr/Patronymic,Dagfinns,
Male/Dalkr/Base,Dalkr,
Male/Dalkr/Patronymic,Dalks,
Male/Danr/Base,Danr,
Male/Danr/Patronymic,Danar,
Male/Durinn/Base,Durinn,
Male/Durinn/Patronymic,Durins,
Male/Dyrbjørn/Base,Dyrbjørn,
Male/Dyrbjørn/Patronymic,Dyrbjarnar,
Male/Ebbe/Base,Ebbe,
Male/Ebbe/Patronymic,Ebbes,
Male/Egill/Base,Egill,
Male/Egill/Patronymic,Egils,
Male/Einarr/Base,Einarr,
Male/Einarr/Patronymic,Einars,
Male/Eirikr/Base,Eirikr,
Male/Eirikr/Patronymic,Eiriks,
Male/Eldi/Base,Eldi,
Male/Eldi/Patronymic,Elda,
Male/Eldjarn/Base,Eldjarn,
Male/Eldjarn/Patronymic,Eldjarns,
Male/Erlendr/Base,Erlendr,
Male/Erlendr/Patronymic,Erlendar,
Male/Eskill/Base,Asketill,
Male/Eskill/Patronymic,Asketils,
Male/Eyvindr/Base,Eyvindr,
Male/Eyvindr/Patronymic,Eyvindar,
Male/Falgeirr/Base,Falgeirr,
Male/Falgeirr/Patronymic,Falgeirs,
Male/Falki/Base,Falki,
Male/Falki/Patronymic,Falka,
Male/Farulfr/Base,Farulfr,
Male/Farulfr/Patronymic,Farulfs,
Male/Fasti/Base,Fasti,
Male/Fasti/Patronymic,Fasta,
Male/Finngeirr/Base,Finngeirr,
Male/Finngeirr/Patronymic,Finngeirs,
Male/Fjolnir/Base,Fjolnir,
Male/Fjolnir/Patronymic,Fjolnis,
Male/Floki/Base,Floki,
Male/Floki/Patronymic,Floka,
Male/Fridikr/Base,Fridikr,
Male/Fridikr/Patronymic,Fridiks,
Male/Fridjofr/Base,Fridjofr,
Male/Fridjofr/Patronymic,Fridjofs,
Male/Fuldarr/Base,Fuldarr,
Male/Fuldarr/Patronymic,Fuldars,
Male/Galmi/Base,Galmi,
Male/Galmi/Patronymic,Galma,
Male/Gandalfr/Base,Gandalfr,
Male/Gandalfr/Patronymic,Gandalfs,
Male/Gangradr/Base,Gangradr,
Male/Gangradr/Patronymic,Gangrada,
Male/Gautr/Base,Gautr,
Male/Gautr/Patronymic,Gautar,
Male/Geirbjørn/Base,Geirbjørn,
Male/Geirbjørn/Patronymic,Geirbjarnar,
Male/Geirsteinn/Base,Geirsteinn,
Male/Geirsteinn/Patronymic,Geirsteins,
Male/Gormr/Base,Gormr,
Male/Gormr/Patronymic,Gorms,
Male/Grankell/Base,Grankell,
Male/Grankell/Patronymic,Grankels,
Male/Grimarr/Base,Grimarr,
Male/Grimarr/Patronymic,Grimars,
Male/Grimr/Base,Grimr,
Male/Grimr/Patronymic,Grims,
Male/Gunnleikr/Base,Gunnleikr,
Male/Gunnleikr/Patronymic,Gunnleiks,
Male/Gunnmarr/Base,Gunnmarr,
Male/Gunnmarr/Patronymic,Gunnmars,
Male/Hafgrimr/Base,Hafgrimr,
Male/Hafgrimr/Patronymic,Hafgrims,
Male/Hafsteinn/Base,Hafsteinn,
Male/Hafsteinn/Patronymic,Hafsteins,
Male/Hakon/Base,Hakon,
Male/Hakon/Patronymic,Hakons,
Male/Hallbjørn/Base,Hallbjørn,
Male/Hallbjørn/Patronymic,Hallbjarnar,
Male/Hallvardr/Base,Hallvardr,
Male/Hallvardr/Patronymic,Hallvardar,
Male/Haraldr/Base,Haraldr,
Male/Haraldr/Patronymic,Haralds,
Male/Harekr/Base,Harekr,
Male/Harekr/Patronymic,Hareks,
Male/Helgi/Base,Helgi,
Male/Helgi/Patronymic,Helga,
Male/Hjalli/Base,Hjalli,
Male/Hjalli/Patronymic,Hjalla,
Male/Hjorleifr/Base,Hjorleifr,
Male/Hjorleifr/Patronymic,Hjorleifs,
Male/Holmbjørn/Base,Holmbjørn,
Male/Holmbjørn/Patronymic,Holmbjarnar,
Male/Hrafnkell/Base,Hrafnkell,
Male/Hrafnkell/Patronymic,Hrafnkels,
Male/Hroaldr/Base,Hroaldr,
Male/Hroaldr/Patronymic,Hroalds,
Male/Hrolfr/Base,Hrolfr,
Male/Hrolfr/Patronymic,Hrolfs,
Male/Iarni/Base,Iarni,
Male/Iarni/Patronymic,Iarna,
Male/Illfuss/Base,Illfuss,
Male/Illfuss/Patronymic,Illfuss,
Male/Ingimarr/Base,Ingimarr,
Male/Ingimarr/Patronymic,Ingimars,
Male/Ingimund/Base,Ingimundr,
Male/Ingimund/Patronymic,Ingimundar,
Male/Ingulfr/Base,Ingulfr,
Male/Ingulfr/Patronymic,Ingulfs,
Male/Ivarr/Base,Ivarr,
Male/Ivarr/Patronymic,Ivars,
Male/Jafnharr/Base,Jafnharr,
Male/Jafnharr/Patronymic,Jafnhars,
Male/Joarr/Base,Joarr,
Male/Joarr/Patronymic,Joars,
Male/Jofurr/Base,Jofurr,
Male/Jofurr/Patronymic,Jofurs,
Male/Jokell/Base,Jokell,
Male/Jokell/Patronymic,Jokels,
Male/Jorekr/Base,Jorekr,
Male/Jorekr/Patronymic,Joreks,
Male/Jorundr/Base,Jorundr,
Male/Jorundr/Patronymic,Jorundar,
Male/Jodgeirr/Base,Jodgeirr,
Male/Jodgeirr/Patronymic,Jodgeirs,
Male/Kabeinn/Base,Kabeinn,
Male/Kabeinn/Patronymic,Kabeins,
Male/Kalfr/Base,Kalfr,
Male/Kalfr/Patronymic,Kalfs,
Male/Karr/Base,Karr,
Male/Karr/Patronymic,Kars,
Male/Ketilbjørn/Base,Ketilbjørn,
Male/Ketilbjørn/Patronymic,Ketilbjarnar,
Male/Klakkr/Base,Klakkr,
Male/Klakkr/Patronymic,Klakks,
Male/Klintr/Base,Klintr,
Male/Klintr/Patronymic,Klints,
Male/Kolbeinn/Base,Kolbeinn,
Male/Kolbeinn/Patronymic,Kolbeins,
Male/Knutr/Base,Knutr,
Male/Knutr/Patronymic,Knuts,
Male/Leifr/Base,Leifr,
Male/Leifr/Patronymic,Leifs,
Male/Leidulfr/Base,Leidulfr,
Male/Leidulfr/Patronymic,Leidulfs,
Male/Lidsvaldr/Base,Lidsvaldr,
Male/Lidsvaldr/Patronymic,Lidsvalds,
Male/Lyngvi/Base,Lyngvi,
Male/Lyngvi/Patronymic,Lyngva,
Male/Mani/Base,Mani,
Male/Mani/Patronymic,Mana,
Male/Mjodvitnir/Base,Mjodvitnir,
Male/Mjodvitnir/Patronymic,Mjodvitnis,
Male/Mogils/Base,Mogils,
Male/Mogils/Patronymic,Mogils,
Male/Modolfr/Base,Modolfr,
Male/Modolfr/Patronymic,Modolfs,
Male/Mæginbjørn/Base,Mæginbjørn,
Male/Mæginbjørn/Patronymic,Mæginbjarnar,
Male/Naddodr/Base,Naddodr,
Male/Naddodr/Patronymic,Naddods,
Male/Nefsteinn/Base,Nefsteinn,
Male/Nefsteinn/Patronymic,Nefsteins,
Male/Nereidr/Base,Nereidr,
Male/Nereidr/Patronymic,Nereids,
Male/Njall/Base,Njall,
Male/Njall/Patronymic,Njals,
Male/Norr/Base,Norr,
Male/Norr/Patronymic,Nors,
Male/Næsbjørn/Base,Næsbjørn,
Male/Næsbjørn/Patronymic,Næsbjarnar,
Male/Olafr/Base,Olafr,
Male/Olafr/Patronymic,Olafs,
Male/Ofridr/Base,Ofridr,
Male/Ofridr/Patronymic,Ofrids,
Male/Ormkell/Base,Ormkell,
Male/Ormkell/Patronymic,Ormkels,
Male/Palnatoki/Base,Palnatoki,
Male/Palnatoki/Patronymic,Palnatoka,
Male/Ragnarr/Base,Ragnarr,
Male/Ragnarr/Patronymic,Ragnars,
Male/Ragnvidr/Base,Ragnvidr,
Male/Ragnvidr/Patronymic,Ragnvidar,
Male/Randr/Base,Randr,
Male/Randr/Patronymic,Rands,
Male/Refr/Base,Refr,
Male/Refr/Patronymic,Refs,
Male/Runulfr/Base,Runulfr,
Male/Runulfr/Patronymic,Runulfs,
Male/Sigdan/Base,Sigdan,
Male/Sigdan/Patronymic,Sigdanar,
Male/Sigmarr/Base,Sigmarr,
Male/Sigmarr/Patronymic,Sigmars,
Male/Sigtryggr/Base,Sigtryggr,
Male/Sigtryggr/Patronymic,Sigtryggs,
Male/Sigthorn/Base,Sigthorn,
Male/Sigthorn/Patronymic,Sigthorns,
Male/Sigurdr/Base,Sigurdr,
Male/Sigurdr/Patronymic,Sigurdar,
Male/Skarphedinn/Base,Skarphedinn,
Male/Skarphedinn/Patronymic,Skarphedins,
Male/Skjaldbjørn/Base,Skjaldbjørn,
Male/Skjaldbjørn/Patronymic,Skjaldbjarnar,
Male/Steinn/Base,Steinn,
Male/Steinn/Patronymic,Steins,
Male/Sveinn/Base,Sveinn,
Male/Sveinn/Patronymic,Sveins,
Male/Thorgeirr/Base,Thorgeirr,
Male/Thorgeirr/Patronymic,Thorgeirs,
Male/Thorkell/Base,Thorkell,
Male/Thorkell/Patronymic,Thorkels,
Male/Thorsteinn/Base,Thorsteinn,
Male/Thorsteinn/Patronymic,Thorsteins,
Male/Thorulfr/Base,Thorulfr,
Male/Thorulfr/Patronymic,Thorulfs,
Male/Trostann/Base,Trostann,
Male/Trostann/Patronymic,Trostans,
Male/Tryggr/Base,Tryggr,
Male/Tryggr/Patronymic,Tryggs,
Male/Ubeinn/Base,Ubeinn,
Male/Ubeinn/Patronymic,Ubeins,
Male/Ulfgeirr/Base,Ulfgeirr,
Male/Ulfgeirr/Patronymic,Ulfgeirs,
Male/Ulfr/Base,Ulfr,
Male/Ulfr/Patronymic,Ulfs,
Male/Ulfrikr/Base,Ulfrikr,
Male/Ulfrikr/Patronymic,Ulfriks,
Male/Valdarr/Base,Valdarr,
Male/Valdarr/Patronymic,Valdars,
Male/Vetr/Base,Vetr,
Male/Vetr/Patronymic,Vets,
Male/Vikarr/Base,Vikarr,
Male/Vikarr/Patronymic,Vikars,
Male/Vimundr/Base,Vimundr,
Male/Vimundr/Patronymic,Vimundar,
Female/Acha/Base,Acha,
Female/Affa/Base,Affa,
Female/Adelida/Base,Adelida,
Female/Adola/Base,Adola,
Female/Agatha/Base,Agatha,
Female/Albereda/Base,Albereda,
Female/Aldgyth/Base,Aldgyth,
Female/Alice/Base,Alice,
Female/Aloburg/Base,Aloburg,
Female/Alta/Base,Alta,
Female/Alvina/Base,Alvina,
Female/Amber/Base,Amber,
Female/Ansith/Base,Ansith,
Female/Balthild/Base,Balthild,
Female/Bave/Base,Bave,
Female/Beage/Base,Beage,
Female/Beatrice/Base,Beatrice,
Female/Bebbe/Base,Bebbe,
Female/Beonne/Base,Beonne,
Female/Beorhtgifu/Base,Beorhtgifu,
Female/Beorhtwynn/Base,Beorhtwynn,
Female/Beorngyth/Base,Beorngyth,
Female/Bertana/Base,Bertana,
Female/Bertha/Base,Bertha,
Female/Berthgyth/Base,Berthgyth,
Female/Bote/Base,Bote,
Female/Bregosmith/Base,Bregosmith,
Female/Brihtgifu/Base,Brihtgifu,
Female/Bucga/Base,Bucga,
Female/Burga/Base,Burga,
Female/Burghild/Base,Burghild,
Female/Burginda/Base,Burginda,
Female/Bægia/Base,Bægia,
Female/Bægswyth/Base,Bægswyth,
Female/Cena/Base,Cena,
Female/Censwith/Base,Censwith,
Female/Cenwynn/Base,Cenwynn,
Female/Ceolflæd/Base,Ceolflæd,
Female/Ceolthryth/Base,Ceolthryth,
Female/Christina/Base,Christina,
Female/Crawe/Base,Crawe,
Female/Culfre/Base,Culfre,
Female/Cuniburg/Base,Cuniburg,
Female/Cwenburg/Base,Cwenburg,
Female/Cwenthryth/Base,Cwenthryth,
Female/Cynegyth/Base,Cynegyth,
Female/Cynehild/Base,Cynehild,
Female/Cyneleofu/Base,Cyneleofu,
Female/Cyneswith/Base,Cyneswith,
